team,wins,losses,run_diff,streak,games_played,win_pct
NYY,50,22,134,W1,72,.694
BAL,45,24,105,L2,69,.652
BOS,35,35,28,L1,70,.500
TOR,33,36,-37,L2,69,.478
TB,33,37,-66,L1,70,.471
CLE,44,23,92,W1,67,.657
KC,40,31,59,L1,71,.563
MIN,38,32,11,W3,70,.543
DET,33,36,-8,L1,69,.478
CWS,18,53,-155,L1,71,.254
SEA,41,31,12,W1,72,.569
TEX,33,36,2,L1,69,.478
HOU,32,38,9,W1,70,.457
LAA,27,42,-68,W1,69,.391
OAK,26,46,-87,L7,72,.361
PHI,47,22,105,W1,69,.681
ATL,37,30,32,W2,67,.552
WSH,33,36,-15,W1,69,.478
NYM,31,37,-27,W3,68,.456
MIA,23,46,-110,L3,69,.333
MIL,40,29,60,L1,69,.580
STL,34,34,-35,W3,68,.500
CIN,34,35,16,W2,69,.493
PIT,33,36,-22,W1,69,.478
CHC,33,37,-20,L2,70,.471
LAD,43,28,103,W1,71,.606
SD,37,36,25,L1,73,.507
ARI,34,36,3,W2,70,.486
SF,34,36,-29,L1,70,.486
COL,24,45,-117,L2,69,.348
