team,wins,losses,run_diff,streak,games_played,win_pct
NYY,92,66,143,L2,158,.582
BAL,88,70,80,W2,158,.557
BOS,80,79,8,L1,159,.503
TB,78,80,-62,L2,158,.494
TOR,74,85,-53,W1,159,.465
CLE,92,67,91,W2,159,.579
DET,84,74,44,W4,158,.532
KC,84,74,90,W2,158,.532
MIN,82,76,25,W1,158,.519
CWS,38,120,-318,W2,158,.241
HOU,86,73,87,L1,159,.541
SEA,82,77,64,W1,159,.516
TEX,75,83,-66,W1,158,.475
OAK,68,90,-117,L1,158,.430
LAA,63,95,-143,L2,158,.399
PHI,94,65,121,W1,159,.591
NYM,87,70,78,L1,157,.554
ATL,86,71,93,W3,157,.548
WSH,69,89,-109,L3,158,.437
MIA,58,100,-225,L1,158,.367
MIL,90,68,128,L1,158,.570
STL,81,77,-52,W4,158,.513
CHC,81,78,66,L1,159,.509
CIN,76,83,6,L3,159,.478
PIT,74,84,-76,W1,158,.468
LAD,94,64,132,W1,158,.595
SD,91,67,98,L1,158,.576
ARI,88,71,96,W1,159,.553
SF,79,80,1,L1,159,.497
COL,60,98,-230,L3,158,.380
