full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,479,88.67,2461.76,6.06,26,0,69.4,19.43,83.3,7.21,6
Patrick Corbin,544,86.1,2164.19,6.72,31,0,71.51,15.49,86.37,7.57,6
Chris Bassitt,450,85.42,2150.98,6.31,26,0,69.11,18.1,79.61,7.05,6
Colin Rea,441,89.22,2091.76,6.61,18,0,70.53,14.32,85.34,7.33,5
Tyler Glasnow,173,93.69,2590.77,7.66,11,0,69.7,16.02,83.61,6.89,2
Kyle Freeland,342,88.03,2398.22,6.54,13,0,72.18,15.02,85.11,7.5,4
Seth Lugo,463,85.05,2573.53,5.74,32,0,69.56,15.35,83.99,7.18,5
Lucas Giolito,486,89.07,2084.98,6.65,29,0,68.58,24.95,83.33,7.14,5
Sean Manaea,134,88.56,2095.03,6.81,13,0,68.14,29.03,78.51,6.73,2
Ian Hamilton,191,92.89,1965.21,5.73,12,0,68.63,22.64,84.73,7.15,11
Michael Soroka,440,87.93,2602.05,6.19,28,0,70.18,20.18,82.88,7.37,5
Dylan Cease,495,92.87,2664.53,6.44,33,0,68.81,25.81,82.08,7.29,5
Bailey Falter,346,89.53,1977.74,7.27,11,0,68.83,24.02,87.38,6.85,5
Chris Paddack,535,89.18,2088.82,6.95,22,0,69.29,22.87,81.81,7.01,6
Nick Lodolo,549,89.49,2260.91,6.28,34,0,70.67,18.31,82.89,7.4,6
Ryan Zeferjahn,164,92.99,2366.02,6.57,9,0,64.91,28.08,80.04,6.81,10
Andre Pallante,464,89.74,2407.03,6.54,13,0,69.65,8.67,83.76,7.16,5
Taj Bradley,436,91.9,2237.82,6.36,24,0,70.76,11.7,84.66,7.08,6
Spencer Strider,580,90.05,2320.53,6.96,44,0,69.65,16.95,85.99,7.45,6
JP Sears,434,86.51,2082.5,6.42,26,0,70.74,27.04,80.8,7.3,5
Slade Cecconi,477,87.52,2366.94,6.48,24,0,69.58,18.6,84.92,7.21,5
Reese Olson,263,89.77,2263.96,5.95,10,0,67.94,17.72,82.97,7.32,3
Quinn Priester,417,90.17,2282.67,6.39,34,0,69.1,9.11,83.45,7.22,5
Jonathan Cannon,320,89.19,2237.88,6.25,12,0,69.45,22.12,83.23,7.11,4
Brandon Walter,465,86.47,2271.11,6.57,28,0,70.06,18.14,80.62,7.14,5
Brandon Pfaadt,454,89.98,2566.73,6.62,32,0,69.12,19.98,82.42,7.17,5
