full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Yu Darvish,146,86.78,2534.86,6.65,7,0,68.13,5.76,83.52,7.32,2
Zack Wheeler,612,92.9,2496.5,7.18,53,0,68.16,16.38,81.58,6.91,6
Yusei Kikuchi,590,88.48,2204.04,6.69,46,0,70.78,17.61,83.14,7.39,6
Kevin Gausman,582,89.62,2034.99,6.75,31,0,70.44,17.63,82.11,7.43,6
Frankie Montas,326,91.1,2220.21,6.0,17,0,70.7,16.51,83.14,7.29,4
Jacob deGrom,532,93.45,2495.14,6.67,39,0,68.39,22.63,82.07,7.25,6
Brandon Woodruff,151,89.68,2255.17,6.5,18,0,69.04,26.34,79.77,7.09,2
Erick Fedde,447,89.2,2173.22,6.67,12,0,69.0,20.18,84.77,7.02,6
Max Fried,587,87.73,2401.6,6.5,32,0,70.0,12.62,81.87,7.11,6
Shohei Ohtani,140,92.69,2387.16,6.63,10,0,69.84,27.71,82.2,7.41,5
Cole Sands,197,88.94,2374.58,5.78,10,0,70.26,13.29,83.54,7.2,11
Casey Mize,436,90.46,2031.43,6.98,22,0,71.34,15.37,81.38,7.18,5
Brady Singer,546,88.08,2383.46,6.94,36,0,69.28,15.34,82.61,7.11,6
Framber Valdez,572,88.3,2420.34,5.88,41,0,69.66,1.59,83.38,7.37,6
Zac Gallen,566,88.97,2236.15,6.52,35,0,69.35,13.04,86.2,7.39,6
Shane Baz,590,91.25,2425.61,6.31,42,0,70.83,19.51,83.57,7.18,6
Trevor Rogers,450,89.67,2146.03,6.69,27,0,71.1,17.85,82.1,7.33,5
George Kirby,553,91.07,2238.61,6.5,31,0,69.57,18.92,81.56,7.09,6
Angel Zerpa,189,92.71,2282.02,5.55,16,0,64.6,9.47,82.03,6.41,13
Janson Junk,466,88.17,2320.38,6.52,22,0,71.02,22.54,83.89,7.11,6
Tanner Bibee,577,87.9,2431.31,6.5,33,0,68.42,16.63,81.72,7.27,6
Garrett Crochet,593,92.12,2447.62,6.74,50,0,70.91,14.41,82.66,7.31,6
Sean Burke,453,88.49,2472.7,7.13,25,0,69.06,23.31,83.35,7.16,5
Mike Burrows,408,89.68,2226.89,6.39,25,0,71.1,22.56,85.09,7.37,6
Jacob Lopez,521,84.78,2222.45,6.97,38,0,69.34,28.0,78.72,7.54,6
Bradley Blalock,80,90.4,2195.36,6.59,1,0,70.8,15.28,86.73,7.12,1
Landen Roupp,514,86.56,2331.78,6.21,26,0,69.83,9.05,83.69,7.37,6
Shinnosuke Ogasawara,111,81.58,2281.29,6.13,4,0,71.03,8.91,88.82,7.23,2
