team,wins,losses,run_diff,streak,games_played,win_pct
NYY,50,24,124,L2,74,.676
BAL,47,24,114,W2,71,.662
BOS,38,35,42,W3,73,.521
TOR,35,37,-35,L1,72,.486
TB,34,38,-71,W1,72,.472
CLE,44,25,86,L2,69,.638
KC,41,32,61,L1,73,.562
MIN,40,32,16,W5,72,.556
DET,34,38,-4,L2,72,.472
CWS,19,54,-155,L1,73,.260
SEA,43,31,19,W3,74,.581
HOU,33,39,4,W1,72,.458
TEX,33,39,-17,L4,72,.458
LAA,29,43,-72,W1,72,.403
OAK,26,48,-92,L9,74,.351
PHI,48,24,103,W1,72,.667
ATL,39,31,38,W1,70,.557
WSH,35,36,-9,W3,71,.493
NYM,34,37,-6,W6,71,.479
MIA,23,49,-117,L6,72,.319
MIL,42,30,61,L1,72,.583
STL,36,35,-37,W2,71,.507
PIT,35,37,-25,W2,72,.486
CIN,34,38,10,L3,72,.472
CHC,34,39,-18,L2,73,.466
LAD,45,29,105,W2,74,.608
SF,36,37,-22,W2,73,.493
SD,37,39,9,L4,76,.487
ARI,35,37,3,W1,72,.486
COL,25,47,-115,L2,72,.347
