game_date,home_team,away_team,winner
2024-08-13,Orioles,Nationals,Nationals
2024-08-13,Reds,Cardinals,Reds
2024-08-13,Guardians,Cubs,Guardians
2024-08-13,Tigers,Mariners,Tigers
2024-08-13,Phillies,Marlins,Marlins
2024-08-13,Rays,Astros,Astros
2024-08-13,Red Sox,Rangers,Red Sox
2024-08-13,Twins,Royals,Twins
2024-08-13,White Sox,Yankees,Yankees
2024-08-13,Brewers,Dodgers,Dodgers
2024-08-13,Angels,Blue Jays,Blue Jays
2024-08-13,D-backs,Rockies,D-backs
2024-08-13,Padres,Pirates,Padres
2024-08-13,Giants,Braves,Braves
