team,wins,losses,run_diff,streak,games_played,win_pct
NYY,73,51,117,L1,124,.589
BAL,72,52,88,L2,124,.581
BOS,65,58,24,W2,123,.528
TB,61,61,-50,W2,122,.500
TOR,58,66,-76,L2,124,.468
CLE,72,51,80,L2,123,.585
MIN,70,53,71,W3,123,.569
KC,68,55,102,W3,123,.553
DET,60,64,-4,W1,124,.484
CWS,30,94,-256,L1,124,.242
HOU,66,56,68,W1,122,.541
SEA,63,61,17,L5,124,.508
TEX,56,68,-36,L3,124,.452
LAA,53,70,-109,L1,123,.431
OAK,53,70,-69,W2,123,.431
PHI,73,50,104,W4,123,.593
ATL,65,58,48,W1,123,.528
NYM,64,59,30,W2,123,.520
WSH,55,69,-72,L4,124,.444
MIA,45,78,-168,L3,123,.366
MIL,71,52,104,W4,123,.577
STL,61,62,-61,W1,123,.496
CHC,61,63,5,W2,124,.492
CIN,60,63,37,L2,123,.488
PIT,58,64,-24,W2,122,.475
LAD,72,52,100,L1,124,.581
SD,70,54,71,W1,124,.565
ARI,69,55,71,L2,124,.556
SF,62,63,-14,L1,125,.496
COL,45,79,-198,L1,124,.363
