mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
457705,andrew mccutchen,PIT,90.2,78.13,7.83,17,0,0,9.0,78.0,366.0,0.26,0.39
502671,paul goldschmidt,NYY,83.8,67.9,7.69,18,0,2,8.0,66.0,381.0,0.29,0.43
514888,josé altuve,HOU,84.51,70.49,7.46,21,0,1,17.0,67.0,420.0,0.28,0.47
518692,freddie freeman,LAD,88.88,66.8,6.86,16,0,1,10.0,85.0,380.0,0.3,0.47
521692,salvador pérez,KC,97.47,75.8,7.8,8,1,0,18.0,77.0,407.0,0.26,0.47
527038,wilmer flores,SF,82.23,60.34,6.82,17,0,1,12.0,64.0,359.0,0.24,0.38
542303,marcell ozuna,ATL,104.7,70.33,6.7,5,0,1,13.0,90.0,395.0,0.24,0.39
543760,marcus semien,TEX,82.88,60.29,7.31,18,0,1,13.0,80.0,424.0,0.23,0.37
543807,george springer,TOR,92.82,76.17,7.53,15,0,0,17.0,72.0,383.0,0.28,0.5
545361,mike trout,LAA,77.28,67.97,7.21,12,0,3,18.0,92.0,329.0,0.24,0.47
553993,eugenio suárez,AZ,102.53,73.9,7.93,8,2,0,36.0,110.0,416.0,0.25,0.59
571448,nolan arenado,STL,85.9,71.73,8.33,4,0,0,10.0,36.0,371.0,0.24,0.38
572233,christian walker,HOU,84.98,73.21,7.29,25,0,1,13.0,111.0,406.0,0.24,0.38
575929,willson contreras,STL,91.43,72.55,7.37,14,0,2,13.0,103.0,409.0,0.26,0.44
592206,nick castellanos,PHI,85.03,68.96,7.01,14,0,1,13.0,85.0,416.0,0.27,0.43
592450,aaron judge,NYY,78.32,76.6,8.04,18,0,1,37.0,119.0,455.0,0.34,0.72
592518,manny machado,SD,85.46,72.95,8.19,16,0,2,18.0,75.0,434.0,0.28,0.48
592885,christian yelich,MIL,82.02,66.37,7.34,12,0,2,19.0,111.0,408.0,0.26,0.45
593428,xander bogaerts,SD,84.86,72.28,7.25,14,0,1,6.0,63.0,405.0,0.27,0.38
596019,francisco lindor,NYM,74.38,65.59,6.92,21,0,3,19.0,83.0,457.0,0.25,0.43
596115,trevor story,BOS,87.28,73.1,7.62,15,0,2,15.0,114.0,408.0,0.25,0.4
605137,josh bell,WSH,82.03,72.65,8.18,14,0,0,13.0,59.0,344.0,0.22,0.39
606192,teoscar hernández,LAD,81.8,74.0,8.06,23,0,1,14.0,79.0,331.0,0.25,0.45
607043,brandon nimmo,NYM,82.65,72.28,7.47,23,0,1,19.0,79.0,409.0,0.26,0.47
607208,trea turner,PHI,93.83,70.41,7.57,24,0,0,11.0,74.0,449.0,0.29,0.43
621020,dansby swanson,CHC,99.4,67.5,7.6,15,0,1,16.0,114.0,424.0,0.25,0.42
621043,carlos correa,MIN,83.63,70.96,7.86,14,0,1,7.0,65.0,345.0,0.27,0.39
621439,byron buxton,MIN,80.18,70.18,8.15,17,0,2,23.0,95.0,357.0,0.29,0.57
621493,taylor ward,LAA,96.6,70.2,7.08,15,1,1,23.0,115.0,434.0,0.23,0.49
621566,matt olson,ATL,74.35,72.95,7.69,21,0,2,18.0,105.0,448.0,0.27,0.48
624413,pete alonso,NYM,86.04,70.14,6.54,14,0,1,22.0,104.0,445.0,0.27,0.52
641355,cody bellinger,NYY,80.51,69.14,7.49,21,1,0,18.0,54.0,397.0,0.28,0.51
641857,ryan mcmahon,COL,93.18,69.71,7.29,13,1,1,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,107.0,72.67,8.13,9,2,1,15.0,113.0,434.0,0.23,0.4
645277,ozzie albies,ATL,87.9,64.03,6.94,17,1,2,9.0,67.0,428.0,0.22,0.33
646240,rafael devers,SF,79.92,71.27,7.61,20,0,1,19.0,118.0,470.0,0.26,0.48
647304,josh naylor,AZ,91.87,67.36,7.27,10,0,1,11.0,49.0,394.0,0.29,0.45
650333,luis arráez,SD,73.23,53.03,4.74,15,0,0,5.0,12.0,419.0,0.28,0.39
650402,gleyber torres,DET,85.13,73.37,7.47,20,0,0,9.0,51.0,385.0,0.28,0.42
650489,willi castro,MIN,85.15,66.39,6.77,17,0,0,10.0,79.0,319.0,0.26,0.43
650490,yandy díaz,TB,77.54,71.6,8.03,17,0,0,17.0,60.0,432.0,0.29,0.47
650859,luis rengifo,LAA,86.45,67.47,6.59,12,0,0,4.0,65.0,359.0,0.24,0.32
