game_date,home_team,away_team,winner
2024-09-18,Rockies,D-backs,D-backs
2024-09-18,Angels,White Sox,Angels
2024-09-18,Orioles,Giants,Giants
2024-09-18,Reds,Braves,Braves
2024-09-18,Guardians,Twins,Guardians
2024-09-18,Marlins,Dodgers,Dodgers
2024-09-18,Padres,Astros,Padres
2024-09-18,Rays,Red Sox,Red Sox
2024-09-18,Mets,Nationals,Mets
2024-09-18,Royals,Tigers,Tigers
2024-09-18,Brewers,Phillies,Brewers
2024-09-18,Cardinals,Pirates,Cardinals
2024-09-18,Rangers,Blue Jays,Rangers
2024-09-18,Mariners,Yankees,Yankees
