full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Rich Hill,90,81.83,2382.63,6.42,1,0,66.29,6.93,85.43,7.01,1
Max Scherzer,406,88.51,2303.71,6.35,26,0,72.17,25.08,82.71,7.44,5
Kyle Hendricks,370,83.35,2050.51,5.55,14,0,68.99,24.62,81.0,7.0,5
Frankie Montas,417,90.79,2214.75,5.98,23,0,70.27,14.16,82.65,7.24,5
Jacob deGrom,452,93.64,2461.12,6.73,35,0,69.27,22.09,82.19,7.31,5
Erick Fedde,339,89.25,2172.68,6.68,8,0,69.85,20.45,86.28,7.22,5
Mitch Keller,456,89.75,2457.07,6.68,24,0,70.67,20.74,82.91,7.12,5
Drew Rasmussen,276,92.83,2528.24,6.62,15,0,70.38,14.95,83.05,6.91,5
Davis Martin,76,91.04,2369.89,6.39,3,0,67.05,9.6,83.41,7.02,1
Casey Mize,430,90.62,2031.43,7.01,23,0,71.41,17.1,82.43,7.14,5
Stephen Kolek,314,89.79,2206.34,6.26,17,0,70.23,16.13,82.0,6.94,4
Framber Valdez,473,88.58,2377.33,5.87,30,0,70.22,-0.88,83.47,7.39,5
Edward Cabrera,435,91.46,2349.35,6.48,29,0,70.21,5.66,84.03,7.44,5
Logan Gilbert,537,88.54,1758.85,7.53,44,0,70.95,16.56,83.56,7.62,6
Davis Daniel,165,85.91,1911.24,6.78,8,0,71.14,15.69,84.44,7.37,2
Joey Cantillo,336,83.15,1965.63,7.32,23,0,68.94,12.11,82.85,7.4,4
Simeon Woods Richardson,353,88.26,2216.18,6.68,18,0,70.09,24.65,83.92,7.08,5
Brandon Young,347,88.68,2117.82,6.6,19,0,70.69,18.63,85.24,7.14,5
Bradley Blalock,153,90.42,2239.51,6.57,1,0,70.48,16.14,87.1,7.18,2
Richard Fitts,277,91.35,2428.04,6.65,17,0,69.68,19.69,83.5,7.05,4
Cam Schlittler,165,93.54,2481.29,6.38,10,0,70.18,26.23,82.8,6.73,2
Landen Roupp,466,86.1,2357.02,6.26,25,0,69.74,10.53,82.01,7.45,5
Jacob Misiorowski,301,96.14,2530.44,7.44,29,0,69.62,24.85,83.63,7.09,4
Brad Lord,246,92.64,2333.82,5.54,10,0,69.13,14.78,81.1,6.68,9
Chase Burns,398,94.59,2606.17,6.39,35,0,70.59,28.72,82.33,7.46,5
Yoshinobu Yamamoto,387,90.29,2165.4,6.48,29,0,70.57,14.11,80.04,7.24,5
