team,wins,losses,run_diff,streak,games_played,win_pct
BAL,81,60,99,L1,141,.574
NYY,80,60,118,L2,140,.571
BOS,70,70,-5,L5,140,.500
TB,69,70,-60,W2,139,.496
TOR,67,74,-55,L3,141,.475
CLE,80,60,77,L1,140,.571
MIN,75,64,46,L2,139,.540
KC,76,65,88,W1,141,.539
DET,70,70,13,L2,140,.500
CWS,32,109,-303,W1,141,.227
HOU,75,64,80,L2,139,.540
SEA,70,70,35,W1,140,.500
TEX,67,73,-42,W2,140,.479
OAK,61,79,-84,L1,140,.436
LAA,58,81,-122,W1,139,.417
PHI,83,56,113,W4,139,.597
ATL,76,63,67,W2,139,.547
NYM,76,64,54,W7,140,.543
WSH,62,77,-72,L1,139,.446
MIA,52,87,-188,W1,139,.374
MIL,81,59,135,L2,140,.579
CHC,72,68,57,W1,140,.514
STL,71,69,-54,W2,140,.507
CIN,67,73,20,W3,140,.479
PIT,65,74,-55,L1,139,.468
LAD,84,56,112,L1,140,.600
SD,80,61,71,W3,141,.567
ARI,79,61,95,W2,140,.564
SF,68,72,-23,L4,140,.486
COL,51,89,-217,L3,140,.364
