full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Merrill Kelly,542,90.28,2295.08,6.01,34,0,71.19,19.15,81.24,7.26,6
Nathan Eovaldi,290,87.5,1952.7,6.85,21,0,72.0,8.27,81.58,7.39,4
Sonny Gray,352,87.27,2469.63,6.49,33,0,69.66,8.54,82.79,7.28,5
Robbie Ray,584,89.42,2231.33,6.07,36,0,70.51,20.07,84.15,7.26,6
Austin Gomber,493,82.78,2057.74,6.65,14,0,71.45,19.73,82.79,7.46,6
Nick Pivetta,566,87.83,2477.56,6.78,43,0,68.6,23.91,83.68,7.12,6
Clay Holmes,537,89.46,2246.98,5.83,17,0,71.06,9.28,83.3,7.28,6
Jeffrey Springs,562,85.31,1983.75,6.25,22,0,70.55,24.38,81.35,7.37,6
Freddy Peralta,574,90.04,2319.59,6.83,40,0,70.02,23.5,81.71,7.25,6
Aaron Civale,545,86.9,2586.02,5.51,17,0,69.76,21.07,84.24,7.18,6
Jack Flaherty,541,87.74,2329.42,6.49,39,0,70.9,21.45,82.72,7.34,6
Mitch Keller,554,89.76,2468.88,6.62,27,0,69.93,20.29,83.17,7.01,6
Jake Irvin,572,87.47,2359.07,6.98,28,0,70.79,15.66,83.77,7.08,6
Logan Gilbert,535,88.57,1769.1,7.48,44,0,71.04,15.76,84.52,7.65,6
Davis Daniel,73,86.39,1962.64,6.77,5,0,71.91,20.23,83.47,7.28,1
Joey Cantillo,241,83.28,1954.25,7.3,18,0,69.47,12.56,83.34,7.39,3
Brayan Bello,586,91.88,2237.13,6.38,33,0,70.31,15.05,82.67,7.21,6
Simeon Woods Richardson,443,87.56,2220.43,6.68,23,0,70.1,23.3,82.63,7.08,6
Shota Imanaga,332,85.94,2040.11,6.23,14,0,72.11,29.08,83.53,7.68,4
Hunter Brown,567,92.75,2242.67,6.64,44,0,68.06,17.75,82.75,6.82,6
Ryan Pepiot,523,91.32,2482.49,6.63,37,0,71.44,20.69,83.24,7.13,6
Brandon Young,274,88.68,2100.64,6.59,16,0,71.38,16.11,86.3,7.19,4
Will Warren,551,89.22,2592.43,6.73,33,0,70.89,16.82,82.96,7.01,6
Noah Cameron,537,86.06,2212.93,6.27,33,0,70.41,14.36,84.29,7.32,6
Yoshinobu Yamamoto,488,90.32,2162.22,6.46,30,0,69.72,15.61,82.03,7.19,6
