full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Jose Quintana,476,84.79,2005.33,6.57,28,0,67.61,13.66,80.69,7.24,5
Gerrit Cole,490,91.75,2452.9,6.28,31,0,69.79,19.97,83.08,7.11,5
Nathan Eovaldi,538,90.52,1978.34,6.57,33,0,70.39,9.05,84.73,7.28,6
Zack Wheeler,382,91.09,2407.54,7.14,29,0,69.06,21.07,80.99,7.01,4
Miles Mikolas,430,88.14,2231.85,6.34,14,0,70.84,16.83,82.24,7.22,5
Robbie Ray,266,91.23,2257.82,6.13,21,0,68.73,17.01,80.91,7.16,3
Nick Pivetta,450,87.26,2404.83,6.77,39,0,69.39,24.02,81.96,7.17,5
Max Fried,293,87.01,2212.05,6.56,17,0,67.99,2.64,80.03,7.0,3
Michael Wacha,448,86.57,1888.98,6.86,18,0,68.59,14.5,80.55,7.26,5
Cal Quantrill,415,89.44,1869.74,6.46,18,0,69.97,21.84,83.88,7.18,5
Chris Flexen,536,85.46,2186.26,6.32,20,0,70.91,20.36,81.66,7.37,6
Griffin Canning,517,89.51,2182.8,5.85,30,0,69.99,15.86,83.82,7.33,6
Alex Faedo,293,89.54,2410.76,6.02,17,0,67.92,22.27,82.2,7.32,11
Justin Steele,549,88.15,2470.77,6.28,34,0,70.2,19.18,81.24,7.13,6
Matt Waldron,534,82.64,1373.04,6.67,29,0,69.1,20.86,81.94,7.26,6
Edward Cabrera,493,92.5,2088.86,6.65,33,0,71.31,13.15,84.65,7.38,6
Gavin Williams,548,91.19,2323.53,7.18,37,0,67.85,21.34,82.84,6.75,6
Tobias Myers,329,88.66,2149.94,6.66,19,0,69.3,22.72,82.37,7.09,4
Ryne Nelson,574,91.61,2219.25,6.73,37,0,67.61,25.29,82.71,6.73,6
Corbin Burnes,485,90.02,2666.71,6.57,27,0,68.28,11.26,80.86,7.3,5
Logan Gilbert,433,90.25,1834.58,7.54,35,0,67.75,10.23,81.54,7.37,5
Osvaldo Bido,328,90.48,2251.54,6.34,21,0,69.64,21.66,80.16,7.39,6
Simeon Woods Richardson,432,87.91,2268.93,6.77,24,0,70.39,24.14,81.84,7.19,5
Mitchell Parker,375,88.17,2081.3,6.75,19,0,68.8,21.0,81.69,7.16,5
Spencer Arrighetti,477,88.11,2405.57,7.01,36,0,70.0,20.26,82.27,7.38,5
Hunter Bigge,127,93.48,2347.49,6.77,8,0,69.86,15.64,80.7,7.11,7
Carson Spiers,333,87.92,2354.18,6.64,21,0,70.07,18.85,82.61,7.17,4
River Ryan,239,92.12,2367.1,6.55,14,0,70.57,13.39,79.97,7.16,3
Paul Skenes,511,92.77,2139.08,6.44,37,0,68.67,13.17,83.75,7.28,5
