team,wins,losses,run_diff,streak,games_played,win_pct
NYY,5,0,13,W5,5,1.000
BAL,3,1,16,W1,4,.750
BOS,3,2,13,W2,5,.600
TB,2,3,-9,L2,5,.400
TOR,2,3,-7,L1,5,.400
DET,4,0,8,W4,4,1.000
MIN,2,1,-4,L1,3,.667
CLE,3,2,17,L2,5,.600
KC,1,3,2,L1,4,.250
CWS,0,4,-12,L4,4,.000
TEX,3,1,12,W1,4,.750
SEA,3,2,-3,W1,5,.600
LAA,2,2,-11,W2,4,.500
HOU,1,4,0,W1,5,.200
OAK,1,4,-27,L1,5,.200
ATL,3,1,22,W1,4,.750
PHI,1,3,-16,L1,4,.250
WSH,1,3,-10,L2,4,.250
NYM,0,4,-11,L4,4,.000
MIA,0,5,-17,L5,5,.000
PIT,5,0,18,W5,5,1.000
MIL,3,0,6,W3,3,1.000
CIN,3,1,9,W2,4,.750
CHC,2,2,-1,W2,4,.500
STL,2,3,-5,W1,5,.400
LAD,5,2,13,W2,7,.714
ARI,3,2,15,L1,5,.600
SD,3,4,0,L1,7,.429
SF,2,3,-8,L2,5,.400
COL,1,4,-23,L2,5,.200
