full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Kyle Hendricks,408,83.29,2231.44,5.53,11,0,69.82,11.98,78.43,7.22,5
Walker Buehler,428,88.32,2334.94,6.54,18,0,68.73,18.78,82.13,6.98,5
Ryan Burr,184,89.08,2375.45,6.92,17,0,69.54,11.21,82.07,7.33,11
Cole Sulser,123,89.21,2165.05,6.57,4,0,70.04,26.77,78.63,7.12,4
Tylor Megill,252,91.19,2099.79,7.26,18,0,69.03,9.23,80.9,6.95,3
Brady Singer,581,87.79,2418.94,7.02,32,0,69.98,14.28,81.98,7.33,6
Reid Detmers,197,88.39,2184.66,6.26,18,0,69.88,14.47,83.68,7.38,2
Joey Cantillo,205,85.31,1910.25,7.4,16,0,69.04,16.57,79.12,7.26,3
Valente Bellozo,511,82.46,2312.52,5.96,16,0,70.8,31.15,83.86,7.22,6
Brayan Bello,569,91.3,2129.13,6.3,31,0,70.82,6.48,83.19,7.33,6
Jared Shuster,330,88.98,2094.21,6.49,19,0,68.52,20.19,80.86,7.27,9
Paul Skenes,551,92.83,2130.56,6.47,44,0,68.39,11.86,82.23,7.28,6
Cade Povich,434,86.01,2248.17,6.34,27,0,70.27,23.03,83.48,7.37,5
David Festa,470,89.93,2250.37,6.88,32,0,69.59,17.5,84.73,7.36,6
