team,wins,losses,run_diff,streak,games_played,win_pct
NYY,14,6,22,W2,20,.700
BAL,12,7,22,L1,19,.632
TOR,11,9,-13,W1,20,.550
BOS,11,10,11,W1,21,.524
TB,11,10,-19,L1,21,.524
CLE,14,6,45,W2,20,.700
KC,13,7,45,W1,20,.650
DET,11,9,-3,W1,20,.550
MIN,6,12,-21,L5,18,.333
CWS,3,16,-61,L1,19,.158
TEX,11,10,11,L1,21,.524
SEA,9,10,-11,W3,19,.474
LAA,9,11,-12,L2,20,.450
OAK,8,12,-30,L1,20,.400
HOU,7,14,-21,W1,21,.333
ATL,13,5,34,W5,18,.722
PHI,12,8,1,W4,20,.600
NYM,11,8,19,W5,19,.579
WSH,8,11,-16,L1,19,.421
MIA,4,16,-40,L2,20,.200
MIL,12,6,26,W2,18,.667
CHC,12,7,20,W2,19,.632
PIT,11,9,4,L4,20,.550
CIN,10,9,16,W1,19,.526
STL,9,11,-10,L2,20,.450
LAD,12,10,7,L2,22,.545
SD,11,11,8,L2,22,.500
ARI,10,11,30,W1,21,.476
SF,9,12,-23,L1,21,.429
COL,4,15,-41,L5,19,.211
