team,wins,losses,run_diff,streak,games_played,win_pct
BAL,57,38,79,L5,95,.600
NYY,58,39,107,W2,97,.598
BOS,52,43,40,W1,95,.547
TB,47,48,-65,L1,95,.495
TOR,44,52,-64,L2,96,.458
CLE,58,36,87,W1,94,.617
MIN,54,41,48,W1,95,.568
KC,52,44,61,L1,96,.542
DET,46,50,-8,W1,96,.479
CWS,27,70,-172,L3,97,.278
SEA,52,45,20,L2,97,.536
HOU,50,45,51,L1,95,.526
TEX,45,50,7,W1,95,.474
LAA,40,55,-88,W2,95,.421
OAK,36,61,-98,L1,97,.371
PHI,62,33,125,W1,95,.653
ATL,52,42,62,L1,94,.553
NYM,49,45,16,W5,94,.521
WSH,44,52,-32,W2,96,.458
MIA,32,63,-153,L5,95,.337
MIL,54,42,73,L3,96,.563
STL,50,45,-33,W2,95,.526
PIT,47,48,-14,W3,95,.495
CIN,47,49,39,W3,96,.490
CHC,46,51,-10,L2,97,.474
LAD,56,40,89,L1,96,.583
ARI,49,47,18,W4,96,.510
SD,50,48,15,W1,98,.510
SF,46,50,-28,L1,96,.479
COL,33,63,-172,L3,96,.344
