mlbam_id,avg_launch_speed,avg_bat_speed,avg_swing_length,recent_home_runs,recent_strikeouts,plate_appearances,home_run_rate,strikeout_rate
453568,77.8111111111111,65.6,7.0888888888888895,0,0,20,0.0,0.0
456781,88.47999999999999,64.8125,7.35,0,1,19,0.0,0.05263157894736842
457705,83.78,72.5,7.7,0,1,17,0.0,0.058823529411764705
457759,78.9,61.71111111111111,6.166666666666667,0,0,22,0.0,0.0
467793,78.36666666666666,74.46666666666665,7.1000000000000005,0,0,16,0.0,0.0
493329,89.86666666666667,73.94,7.659999999999999,0,1,16,0.0,0.0625
500743,68.94444444444444,65.84285714285714,6.685714285714285,0,0,16,0.0,0.0
502054,84.85,64.64,6.11,0,2,26,0.0,0.07692307692307693
502671,76.65,69.87692307692308,7.323076923076924,0,2,26,0.0,0.07692307692307693
514888,82.44,71.47999999999999,7.4799999999999995,0,0,14,0.0,0.0
516782,69.0,68.91428571428571,7.071428571428571,0,1,13,0.0,0.07692307692307693
518595,81.8,66.15714285714286,7.114285714285714,0,2,23,0.0,0.08695652173913043
518692,78.78,69.4,6.875,0,0,14,0.0,0.0
518792,95.025,73.875,8.5125,1,1,13,0.07692307692307693,0.07692307692307693
519203,78.2,63.9875,6.3,0,0,19,0.0,0.0
519317,102.15,80.56363636363636,9.290909090909091,0,4,19,0.0,0.21052631578947367
521692,99.875,72.60833333333333,8.525,0,3,22,0.0,0.13636363636363635
542303,81.45,69.2,6.414285714285714,1,0,15,0.06666666666666667,0.0
543309,95.45,69.89999999999999,7.366666666666666,0,2,16,0.0,0.125
543760,81.84285714285714,61.8625,7.65,0,0,19,0.0,0.0
543807,79.6125,66.6,7.51111111111111,0,1,17,0.0,0.058823529411764705
545121,96.94999999999999,71.0,7.15,0,0,4,0.0,0.0
547180,87.5,66.22222222222223,7.5,1,1,14,0.07142857142857142,0.07142857142857142
553993,82.025,67.68,7.959999999999999,0,0,11,0.0,0.0
570482,85.275,72.1875,7.4375,0,0,15,0.0,0.0
571448,77.41428571428571,64.18333333333334,7.95,0,2,19,0.0,0.10526315789473684
571657,84.45,66.775,7.425,0,0,9,0.0,0.0
571771,84.6,67.06,6.94,0,0,7,0.0,0.0
571970,81.73333333333333,67.85,6.9,0,0,14,0.0,0.0
572138,,65.05555555555556,6.988888888888889,0,2,16,0.0,0.125
572233,87.85,71.775,7.55,0,0,12,0.0,0.0
572761,100.7,72.1,8.5,0,0,2,0.0,0.0
573262,82.17142857142858,72.4090909090909,7.909090909090909,0,2,22,0.0,0.09090909090909091
578428,71.61428571428571,69.87777777777778,6.644444444444444,0,1,14,0.0,0.07142857142857142
592206,96.16666666666667,68.08,7.08,0,0,11,0.0,0.0
592450,95.89999999999999,78.2,8.040000000000001,1,0,17,0.058823529411764705,0.0
592518,82.87777777777778,69.59166666666667,7.3500000000000005,0,1,20,0.0,0.05
592626,91.05,70.61666666666666,7.3500000000000005,0,0,13,0.0,0.0
592669,85.96000000000001,75.65714285714286,7.885714285714286,0,1,11,0.0,0.09090909090909091
593428,78.2,66.0125,7.175,0,1,11,0.0,0.09090909090909091
593871,80.1,66.575,7.325,1,0,10,0.1,0.0
595777,80.7,68.3,6.785714285714286,0,0,11,0.0,0.0
595909,61.633333333333326,67.36666666666667,6.7,0,1,7,0.0,0.14285714285714285
596115,85.67142857142858,66.89999999999999,6.945454545454546,0,3,17,0.0,0.17647058823529413
596117,75.5,67.4,6.4,0,0,9,0.0,0.0
596142,79.825,70.23571428571428,7.05,0,4,27,0.0,0.14814814814814814
602104,84.64999999999999,69.525,7.1625,1,1,17,0.058823529411764705,0.058823529411764705
605137,87.13333333333333,69.3,7.725,0,0,5,0.0,0.0
605141,82.04444444444444,64.28333333333333,7.066666666666666,0,1,24,0.0,0.041666666666666664
605170,81.46000000000001,72.3875,6.75,0,1,16,0.0,0.0625
605346,88.56666666666666,57.84000000000001,6.92,1,1,7,0.14285714285714285,0.14285714285714285
606115,88.10000000000001,72.04285714285714,7.928571428571429,0,0,14,0.0,0.0
606192,84.73333333333333,65.72222222222223,7.444444444444445,0,1,16,0.0,0.0625
606466,87.60000000000001,69.55,7.1125,0,0,17,0.0,0.0
607043,89.93333333333334,72.84285714285714,7.042857142857143,0,0,11,0.0,0.0
607208,80.775,70.14,7.840000000000001,0,1,8,0.0,0.125
607680,84.71428571428571,72.10000000000001,7.375,0,2,23,0.0,0.08695652173913043
607732,86.28333333333335,66.175,6.8125,0,0,20,0.0,0.0
