team,wins,losses,run_diff,streak,games_played,win_pct
NYY,35,17,84,W2,52,.673
BAL,30,18,54,W1,48,.625
BOS,26,24,39,W4,50,.520
TB,25,26,-40,L4,51,.490
TOR,23,26,-30,W2,49,.469
CLE,33,17,65,W6,50,.660
KC,32,19,72,W6,51,.627
MIN,26,23,5,W2,49,.531
DET,23,27,-8,L5,50,.460
CWS,15,36,-109,L2,51,.294
SEA,27,24,-4,L2,51,.529
TEX,24,27,-7,L4,51,.471
HOU,22,28,-8,L1,50,.440
OAK,21,31,-59,W1,52,.404
LAA,20,30,-28,W1,50,.400
PHI,37,14,93,W6,51,.725
ATL,29,18,49,W2,47,.617
WSH,21,27,-21,L2,48,.438
NYM,21,28,-19,L3,49,.429
MIA,17,34,-82,W1,51,.333
MIL,28,21,38,L1,49,.571
CHC,27,24,-1,L2,51,.529
STL,23,26,-43,W3,49,.469
PIT,23,28,-31,L2,51,.451
CIN,20,30,-11,L2,50,.400
LAD,33,19,77,L2,52,.635
SD,27,26,16,W2,53,.509
SF,25,26,-24,W2,51,.490
ARI,24,26,7,W2,50,.480
COL,16,33,-74,L1,49,.327
