full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lance Lynn,154,88.71,2374.88,6.41,14,0,,25.51,84.9,,3
Kyle Hendricks,72,85.49,2094.46,5.56,8,0,,11.78,80.36,,3
Patrick Corbin,155,86.17,2147.9,6.77,4,0,,6.81,83.94,,2
Marcus Stroman,186,87.67,2354.81,5.68,9,0,,8.79,83.14,,2
Yusei Kikuchi,173,90.68,2133.13,6.91,6,0,,15.57,79.55,,2
Austin Gomber,167,84.42,2074.06,6.86,8,0,,13.22,82.17,,3
Aaron Nola,162,86.04,2290.64,7.1,7,0,,12.09,83.82,,2
Seth Lugo,86,86.82,2593.92,6.11,9,0,,2.15,82.82,,2
Max Fried,43,88.57,2372.3,6.46,6,0,,15.36,75.1,,3
Luis Severino,161,92.5,2179.58,6.39,10,0,,18.85,80.46,,2
Kenta Maeda,235,84.02,1979.71,6.0,16,0,,12.28,83.61,,3
Zack Littell,171,88.56,1973.82,6.29,9,0,,26.74,79.47,,2
Michael Soroka,77,87.56,2491.35,6.13,5,0,,13.88,84.77,,2
Griffin Canning,146,89.09,2130.16,6.01,12,0,,21.79,85.56,,3
Dylan Cease,160,89.16,2650.0,6.32,10,0,,19.78,84.35,,2
Joe Ryan,231,89.57,2213.68,6.72,15,0,,25.57,81.76,,3
Jordan Hicks,153,91.24,1957.61,6.5,22,0,,11.42,83.84,,3
Hunter Greene,100,92.68,2365.05,6.51,15,0,,18.76,81.2,,3
DL Hall,73,86.88,2127.18,6.89,8,0,,21.29,86.63,,3
Logan Gilbert,91,89.22,1858.9,7.75,22,0,,13.34,81.82,,3
Cody Bradford,76,85.22,2009.66,7.15,10,0,,29.79,79.83,,3
Tommy Henry,197,85.42,2054.22,6.62,11,0,,16.24,84.3,,3
Tanner Bibee,171,88.75,2353.72,6.55,13,0,,19.95,79.88,,3
JP Sears,153,86.49,2139.48,6.53,4,0,,25.98,80.33,,2
Kutter Crawford,84,85.68,2297.11,6.11,18,0,,17.0,82.07,,3
Ryan Weathers,173,91.22,2199.25,5.79,9,0,,10.29,84.43,,2
Grayson Rodriguez,136,89.86,2222.33,7.24,12,0,,17.97,86.83,,2
Jared Jones,172,91.46,2478.7,6.72,19,0,,13.37,83.41,,3
Hunter Brown,161,90.33,2218.78,6.5,15,0,,20.18,81.02,,3
Yoshinobu Yamamoto,111,88.98,2133.13,6.28,7,0,,18.41,87.7,,2
