full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,166,87.85,2375.57,5.97,9,0,69.97,17.17,85.1,7.4,2
Johnny Cueto,167,86.86,1859.01,5.72,6,0,70.31,22.34,88.21,7.19,2
Gerrit Cole,462,90.8,2464.48,6.27,31,0,69.35,21.64,83.54,7.08,5
Michael Lorenzen,433,88.34,2373.06,5.77,18,0,70.19,19.1,83.33,7.44,6
Patrick Corbin,547,85.32,2188.42,6.72,27,0,70.3,10.17,86.0,7.52,6
Andrew Heaney,507,87.47,2360.1,6.4,28,0,70.36,21.39,80.82,7.28,6
Miles Mikolas,538,88.49,2258.67,6.39,22,0,69.99,17.93,80.98,7.09,6
Jakob Junis,261,87.51,2304.82,6.03,15,0,69.89,16.36,84.85,7.18,10
Aaron Nola,592,86.87,2348.7,6.83,27,0,69.25,14.83,83.42,7.36,6
Jeffrey Springs,483,84.64,1888.68,6.38,32,0,68.39,21.96,81.94,7.29,6
Cole Irvin,197,85.67,2033.36,6.24,10,0,70.07,20.16,84.28,7.15,3
Cal Quantrill,442,88.83,1962.97,6.45,16,0,68.77,21.34,81.24,7.07,5
Chris Flexen,511,84.92,2190.86,6.34,16,0,70.29,22.15,82.02,7.45,6
Sean Manaea,582,87.73,1995.44,7.02,48,0,67.96,24.34,81.76,6.81,6
Dylan Cease,509,90.69,2670.04,6.35,29,0,69.38,17.52,81.68,7.37,6
Jack Flaherty,500,86.47,2343.41,6.55,34,0,69.27,17.39,81.43,7.34,5
Justin Steele,516,88.63,2495.81,6.25,40,0,68.67,17.66,81.11,7.02,6
Logan Webb,618,89.23,1872.22,6.96,35,0,70.74,3.94,84.04,7.28,6
Gavin Williams,522,91.86,2307.53,7.22,35,0,69.05,20.69,83.51,6.87,6
Tobias Myers,502,89.0,2154.96,6.67,26,0,70.65,19.46,83.88,7.27,6
Logan Gilbert,552,90.24,1926.38,7.52,40,0,69.66,11.46,83.37,7.49,6
Brant Hurter,327,89.12,2227.34,6.12,21,0,69.47,13.21,82.93,7.16,5
Simeon Woods Richardson,529,87.9,2275.01,6.66,26,0,69.67,26.11,81.02,7.16,6
Spencer Schwellenbach,482,89.93,2201.19,6.73,42,0,68.98,13.26,80.48,7.26,5
Cooper Criswell,336,84.25,2067.65,6.76,7,0,70.81,15.27,82.72,7.11,7
Jared Jones,83,92.45,2535.92,6.68,4,0,70.14,17.77,81.34,7.13,1
Mitch Spence,456,87.75,2500.31,6.25,22,0,71.32,11.62,80.86,7.52,5
Brandon Pfaadt,459,89.85,2556.98,6.65,29,0,70.57,10.61,81.64,7.31,5
