team,wins,losses,run_diff,streak,games_played,win_pct
TOR,55,40,20,L1,95,.579
NYY,53,42,114,L1,95,.558
BOS,52,45,58,W9,97,.536
TB,50,46,64,L3,96,.521
BAL,43,51,-80,L1,94,.457
DET,59,37,91,L3,96,.615
MIN,47,48,-7,W2,95,.495
KC,46,50,-29,L2,96,.479
CLE,45,49,-46,W1,94,.479
CWS,32,64,-97,L1,96,.333
HOU,56,39,60,W1,95,.589
SEA,50,45,28,W2,95,.526
LAA,47,48,-58,W2,95,.495
TEX,47,49,43,L1,96,.490
Athletics,40,57,-137,W1,97,.412
NYM,55,41,46,W2,96,.573
PHI,54,41,62,L2,95,.568
MIA,43,51,-65,W1,94,.457
ATL,42,52,3,W2,94,.447
WSH,38,57,-95,L3,95,.400
CHC,56,39,116,W1,95,.589
MIL,55,40,74,W6,95,.579
STL,50,46,16,L2,96,.521
CIN,49,47,29,W1,96,.510
PIT,38,58,-54,L8,96,.396
LAD,57,39,66,W1,96,.594
SD,52,43,8,W3,95,.547
SF,52,44,20,L1,96,.542
ARI,46,50,1,L3,96,.479
COL,22,73,-251,L1,95,.232
