mlbam_id,avg_launch_speed,avg_bat_speed,avg_swing_length,recent_home_runs,recent_strikeouts,plate_appearances,home_run_rate,strikeout_rate
444482,78.9,69.7,6.6,0,0,2,0.0,0.0
456781,88.7,67.05,7.1,0,0,5,0.0,0.0
457705,84.875,71.51428571428572,7.542857142857143,0,2,23,0.0,0.08695652173913043
457759,75.22,56.760000000000005,5.6,0,0,12,0.0,0.0
467793,91.65,75.325,7.65,0,0,14,0.0,0.0
502054,90.73333333333333,71.78333333333333,6.416666666666667,0,1,17,0.0,0.058823529411764705
502110,88.95,74.3,8.536363636363637,0,0,18,0.0,0.0
502671,76.25714285714285,71.63,7.88,0,1,18,0.0,0.05555555555555555
514888,93.15714285714286,74.51428571428572,7.685714285714285,0,0,13,0.0,0.0
518692,87.6,64.03333333333333,6.0,0,1,15,0.0,0.06666666666666667
518934,82.83333333333333,69.53333333333333,7.666666666666667,0,0,13,0.0,0.0
521692,95.34,72.39999999999999,7.583333333333333,0,0,10,0.0,0.0
542303,90.14285714285714,72.85,7.35,0,2,23,0.0,0.08695652173913043
543257,84.5,67.69999999999999,7.4,1,0,7,0.14285714285714285,0.0
543309,88.84,65.68333333333334,7.416666666666667,1,1,11,0.09090909090909091,0.09090909090909091
543760,92.0,74.14285714285714,8.2,0,0,18,0.0,0.0
543807,82.28571428571429,69.36666666666666,7.583333333333333,0,1,22,0.0,0.045454545454545456
547180,81.53999999999999,74.62857142857142,7.385714285714286,0,2,21,0.0,0.09523809523809523
553993,79.61428571428571,71.21000000000001,7.57,1,1,18,0.05555555555555555,0.05555555555555555
570482,78.375,65.64999999999999,7.166666666666667,0,2,17,0.0,0.11764705882352941
571448,87.82,72.44,8.82,0,0,13,0.0,0.0
571745,85.0,72.85,6.925,1,0,15,0.06666666666666667,0.0
571771,81.23333333333333,72.57142857142857,7.914285714285714,0,1,17,0.0,0.058823529411764705
572138,92.65,73.525,8.275,0,2,11,0.0,0.18181818181818182
572191,72.95,71.925,6.425,0,1,15,0.0,0.06666666666666667
572233,95.42222222222222,72.375,7.558333333333334,1,0,23,0.043478260869565216,0.0
573262,86.88000000000001,70.3,7.8,0,0,21,0.0,0.0
575929,80.15,78.66666666666667,8.75,0,1,16,0.0,0.0625
578428,74.92857142857143,67.725,6.9,0,0,20,0.0,0.0
592178,80.78,67.11428571428571,7.828571428571428,0,1,18,0.0,0.05555555555555555
592192,82.9,62.88333333333333,7.616666666666667,0,2,14,0.0,0.14285714285714285
592200,79.66666666666667,55.58571428571429,7.5,0,1,11,0.0,0.09090909090909091
592206,72.2375,67.47999999999999,7.05,0,0,13,0.0,0.0
592273,93.275,71.05,7.066666666666666,0,1,16,0.0,0.0625
592450,93.7,77.28333333333333,7.816666666666666,0,1,15,0.0,0.06666666666666667
592518,90.7,75.775,7.737500000000001,0,1,18,0.0,0.05555555555555555
592626,86.42857142857143,70.41428571428571,7.3999999999999995,1,0,14,0.07142857142857142,0.0
592696,86.27777777777777,71.39,7.17,0,2,18,0.0,0.1111111111111111
593428,88.925,69.13000000000001,7.279999999999999,0,0,26,0.0,0.0
593871,87.76,68.48571428571428,6.714285714285714,0,1,15,0.0,0.06666666666666667
594807,71.74285714285715,70.38181818181819,7.4818181818181815,0,3,17,0.0,0.17647058823529413
595281,88.93333333333334,69.66666666666667,7.3,0,1,10,0.0,0.1
595777,83.86,71.22142857142858,7.071428571428571,1,1,24,0.041666666666666664,0.041666666666666664
