team,wins,losses,run_diff,streak,games_played,win_pct
NYY,49,22,127,L1,71,.690
BAL,45,23,107,L1,68,.662
BOS,35,34,35,W2,69,.507
TOR,33,35,-35,L1,68,.485
TB,33,36,-62,W1,69,.478
CLE,43,23,90,L1,66,.652
KC,40,30,60,W1,70,.571
MIN,37,32,10,W2,69,.536
DET,33,35,-4,W1,68,.485
CWS,18,52,-149,W1,70,.257
SEA,40,31,11,L1,71,.563
TEX,33,35,3,W2,68,.485
HOU,31,38,5,L1,69,.449
LAA,26,42,-70,L1,68,.382
OAK,26,45,-86,L6,71,.366
PHI,46,22,103,L2,68,.676
ATL,36,30,28,W1,66,.545
WSH,32,36,-22,L1,68,.471
NYM,30,37,-28,W2,67,.448
MIA,23,45,-103,L2,68,.338
MIL,40,28,61,W1,68,.588
STL,33,34,-38,W2,67,.493
CIN,33,35,15,W1,68,.485
CHC,33,36,-17,L1,69,.478
PIT,32,36,-25,L2,68,.471
LAD,42,28,102,L2,70,.600
SD,37,35,26,W3,72,.514
SF,34,35,-27,W1,69,.493
ARI,33,36,-3,W1,69,.478
COL,24,44,-114,L1,68,.353
