team,wins,losses,run_diff,streak,games_played,win_pct
NYY,40,19,101,W3,59,.678
BAL,36,19,71,W2,55,.655
BOS,29,29,23,W1,58,.500
TB,28,30,-50,L1,58,.483
TOR,27,29,-25,W4,56,.482
CLE,38,19,80,W1,57,.667
KC,35,24,77,L2,59,.593
MIN,32,25,8,W2,57,.561
DET,28,29,1,L1,57,.491
CWS,15,43,-134,L9,58,.259
SEA,32,27,-6,W1,59,.542
TEX,27,30,-5,L1,57,.474
HOU,25,33,-9,L1,58,.431
OAK,23,36,-64,L3,59,.390
LAA,21,36,-42,L3,57,.368
PHI,40,18,95,W2,58,.690
ATL,32,23,40,W1,55,.582
WSH,26,30,-15,L1,56,.464
NYM,24,33,-35,W2,57,.421
MIA,21,37,-69,W2,58,.362
MIL,34,23,59,W3,57,.596
STL,27,28,-37,L1,55,.491
CHC,28,30,-11,L3,58,.483
PIT,26,31,-31,L1,57,.456
CIN,25,32,-8,W1,57,.439
LAD,36,23,79,L1,59,.610
SD,31,29,8,W1,60,.517
SF,29,29,-23,L2,58,.500
ARI,25,32,-6,L5,57,.439
COL,21,35,-72,W2,56,.375
