mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
457705,andrew mccutchen,PIT,83.43,74.3,8.04,18,0,0,9.0,78.0,371.0,0.25,0.38
502671,paul goldschmidt,NYY,88.6,72.86,7.75,18,0,1,8.0,66.0,385.0,0.29,0.43
514888,josé altuve,HOU,86.98,69.22,7.48,11,0,1,17.0,68.0,426.0,0.28,0.46
518692,freddie freeman,LAD,98.73,70.27,7.17,16,1,0,10.0,86.0,384.0,0.3,0.47
521692,salvador pérez,KC,92.25,71.38,7.51,15,0,1,18.0,77.0,407.0,0.26,0.47
542303,marcell ozuna,ATL,81.48,70.78,7.07,20,0,3,13.0,90.0,396.0,0.24,0.39
543760,marcus semien,TEX,92.98,68.84,7.7,9,0,0,13.0,80.0,429.0,0.23,0.36
543807,george springer,TOR,84.73,67.85,7.47,16,0,1,17.0,73.0,393.0,0.29,0.5
553993,eugenio suárez,AZ,88.73,66.67,7.85,15,0,0,36.0,111.0,421.0,0.25,0.59
571448,nolan arenado,STL,84.14,66.31,7.91,23,0,1,10.0,36.0,379.0,0.24,0.38
573262,mike yastrzemski,SF,90.89,67.16,7.11,15,0,0,8.0,82.0,358.0,0.24,0.36
592206,nick castellanos,PHI,78.82,74.68,6.94,12,0,1,13.0,85.0,421.0,0.27,0.43
592450,aaron judge,NYY,105.07,76.72,8.43,9,0,1,37.0,120.0,459.0,0.34,0.71
592518,manny machado,SD,90.87,73.82,7.25,20,0,0,19.0,76.0,443.0,0.29,0.49
593428,xander bogaerts,SD,76.49,69.28,6.9,18,0,1,6.0,65.0,414.0,0.27,0.38
596019,francisco lindor,NYM,84.22,69.09,7.56,18,0,1,20.0,85.0,462.0,0.25,0.44
596146,max kepler,PHI,95.6,69.68,6.92,7,0,0,11.0,66.0,338.0,0.2,0.36
605137,josh bell,WSH,93.2,71.1,7.4,3,0,0,13.0,59.0,348.0,0.22,0.39
605141,mookie betts,LAD,75.48,51.7,6.03,18,1,2,11.0,46.0,414.0,0.24,0.37
606192,teoscar hernández,LAD,79.7,71.6,8.03,17,0,1,15.0,80.0,335.0,0.25,0.46
607043,brandon nimmo,NYM,91.68,74.54,7.69,26,0,1,19.0,81.0,414.0,0.26,0.47
607208,trea turner,PHI,77.66,64.04,6.98,19,1,2,11.0,75.0,455.0,0.3,0.44
621020,dansby swanson,CHC,78.53,71.32,7.2,9,0,1,16.0,115.0,426.0,0.25,0.42
621493,taylor ward,LAA,85.67,65.91,6.69,18,0,0,23.0,119.0,442.0,0.23,0.48
621566,matt olson,ATL,92.6,75.2,7.08,10,0,0,18.0,106.0,453.0,0.26,0.47
624413,pete alonso,NYM,90.47,68.56,6.83,23,1,2,22.0,105.0,450.0,0.27,0.51
641355,cody bellinger,NYY,85.52,61.75,7.48,15,0,0,19.0,55.0,401.0,0.28,0.51
641857,ryan mcmahon,COL,75.36,64.86,6.49,21,0,1,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,88.5,75.49,8.0,16,1,1,15.0,113.0,438.0,0.23,0.4
646240,rafael devers,SF,81.23,70.73,7.35,19,0,1,19.0,120.0,474.0,0.26,0.48
647304,josh naylor,AZ,92.05,73.77,7.42,10,0,0,11.0,51.0,398.0,0.29,0.44
650333,luis arráez,SD,83.3,63.21,6.02,21,0,0,5.0,12.0,428.0,0.29,0.4
650402,gleyber torres,DET,87.64,73.84,7.36,14,0,0,9.0,51.0,392.0,0.28,0.41
650489,willi castro,MIN,68.57,68.32,6.8,12,0,0,10.0,81.0,323.0,0.25,0.42
656716,zach mckinstry,DET,85.32,66.7,6.72,7,0,0,8.0,73.0,356.0,0.27,0.44
