game_date,home_team,away_team,winner
2024-08-10,Yankees,Rangers,Rangers
2024-08-10,Yankees,Rangers,Yankees
2024-08-10,Giants,Tigers,Giants
2024-08-10,Red Sox,Astros,Astros
2024-08-10,Marlins,Padres,Padres
2024-08-10,Nationals,Angels,Nationals
2024-08-10,Royals,Cardinals,Royals
2024-08-10,Brewers,Reds,Brewers
2024-08-10,Twins,Guardians,Guardians
2024-08-10,White Sox,Cubs,Cubs
2024-08-10,Rays,Orioles,Orioles
2024-08-10,D-backs,Phillies,D-backs
2024-08-10,Rockies,Braves,Braves
2024-08-10,Dodgers,Pirates,Dodgers
2024-08-10,Mariners,Mets,Mariners
