team,wins,losses,run_diff,streak,games_played,win_pct
NYY,42,19,107,W5,61,.689
BAL,37,20,74,L1,57,.649
BOS,30,30,22,L1,60,.500
TB,29,31,-53,W1,60,.483
TOR,28,30,-31,W1,58,.483
CLE,39,20,78,L1,59,.661
KC,36,25,74,W1,61,.590
MIN,33,26,6,W1,59,.559
DET,29,30,2,W1,59,.492
CWS,15,45,-138,L11,60,.250
SEA,34,27,7,W3,61,.557
TEX,29,30,8,W2,59,.492
HOU,26,34,-7,L1,60,.433
OAK,24,37,-64,L1,61,.393
LAA,21,38,-55,L5,59,.356
PHI,41,19,99,L1,60,.683
ATL,33,24,40,W1,57,.579
WSH,27,31,-13,W1,58,.466
NYM,24,35,-41,L2,59,.407
MIA,21,39,-82,L2,60,.350
MIL,36,23,63,W5,59,.610
STL,28,29,-41,W1,57,.491
CHC,29,31,-12,L1,60,.483
PIT,27,32,-25,L1,59,.458
CIN,26,33,-7,W1,59,.441
LAD,38,23,86,W2,61,.623
SD,32,30,11,L1,62,.516
SF,29,31,-29,L4,60,.483
ARI,27,32,0,W2,59,.458
COL,21,37,-79,L2,58,.362
