full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Sonny Gray,514,87.98,2529.18,6.59,44,0,69.68,7.95,82.85,7.28,6
Marcus Stroman,542,86.74,2395.76,5.73,22,0,71.24,12.97,83.6,7.43,6
Yusei Kikuchi,520,90.04,2224.76,6.93,28,0,71.14,21.25,83.44,7.12,6
Cal Quantrill,570,88.79,1761.41,6.56,25,0,70.79,14.05,81.45,7.32,6
Walker Buehler,416,90.36,2347.57,6.48,23,0,68.83,12.98,82.41,6.94,5
Tanner Houck,582,87.32,2220.87,5.9,38,0,69.51,2.54,82.29,7.28,6
Bailey Falter,418,88.63,1994.19,7.32,18,0,70.58,21.59,85.99,7.04,5
Jake Woodford,173,87.35,2281.09,6.41,7,0,69.97,19.82,84.2,7.31,2
Brady Singer,446,87.63,2275.13,6.82,24,0,69.93,11.51,81.92,7.26,5
Javier Assad,548,88.0,2063.13,6.58,37,0,70.53,18.09,81.57,7.34,6
Hunter Greene,619,92.39,2232.65,6.38,37,0,69.49,25.34,82.49,7.24,6
Tanner Bibee,545,89.61,2459.2,6.57,37,0,69.69,24.76,80.33,7.1,6
JP Sears,519,84.7,2141.94,6.33,23,0,71.29,19.32,83.22,7.37,6
Slade Cecconi,399,88.64,2332.56,6.63,14,0,68.94,26.08,82.29,7.04,5
Mitchell Parker,522,87.57,1975.33,6.87,26,0,71.08,15.79,84.65,7.43,6
Bryan Woo,439,92.76,2214.35,6.7,24,0,69.96,24.83,82.2,6.91,6
Cade Povich,100,87.21,2217.68,6.25,2,0,66.01,16.57,76.97,6.81,1
