team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,88.42393162393162,72.23897222222222,7.3524166666666675
BAL,80.49111111111111,71.43244047619048,7.233452380952381
BOS,83.92604166666666,69.1572510822511,6.817568542568543
CHC,82.27714285714286,68.18539682539684,6.961388888888889
CIN,85.62436507936508,71.11563492063492,7.377063492063492
CLE,84.99236111111111,66.39804232804232,7.057804232804233
COL,74.11142857142858,73.11333333333333,7.274761904761905
CWS,80.44033333333333,69.88609523809524,7.130666666666667
DET,78.19250000000001,70.83516666666667,7.348833333333334
HOU,78.68060876623376,69.9151982331394,7.4645523594053005
KC,81.2302380952381,71.66194444444444,7.111666666666666
LAA,82.74539682539682,69.18723544973544,6.974199735449736
LAD,90.90916666666668,69.5747619047619,7.426904761904762
MIA,86.03055555555555,69.62666666666667,6.36888888888889
MIL,83.6483596165739,66.72736343022056,6.970948366587464
MIN,78.3843537414966,70.96123015873016,7.375844671201814
NYM,84.50657407407407,73.38416666666667,7.49574074074074
NYY,86.19608843537415,70.17382086167801,7.422585034013606
PHI,83.03187830687831,71.37479797979798,7.095808080808081
PIT,88.67547619047619,73.14872222222223,7.164944444444444
SD,80.1270238095238,66.4051406926407,6.510064935064935
SEA,87.73406250000001,71.42729166666666,7.2109375
SF,86.12231746031746,70.49237373737374,7.414292929292929
STL,84.16995062229437,69.97894653957154,7.478363303363303
TB,76.70833333333334,66.15727272727273,7.106363636363636
TEX,81.60288888888888,68.11575396825397,7.078333333333333
TOR,78.12642857142858,68.69833333333334,6.93
WSH,77.67824074074075,71.5103391053391,7.312424242424242
