team,wins,losses,run_diff,streak,games_played,win_pct
NYY,39,24,99,L1,63,.619
TOR,35,29,2,W4,64,.547
TB,34,30,47,L1,64,.531
BOS,31,35,13,W1,66,.470
BAL,26,37,-85,W1,63,.413
DET,42,24,88,L1,66,.636
MIN,34,30,34,L3,64,.531
CLE,33,30,-21,L3,63,.524
KC,33,32,-11,L2,65,.508
CWS,22,43,-49,W3,65,.338
HOU,36,28,25,W3,64,.563
SEA,32,31,-1,L5,63,.508
LAA,30,33,-54,W2,63,.476
TEX,30,35,0,W1,65,.462
Athletics,25,41,-119,L1,66,.379
NYM,41,24,80,W2,65,.631
PHI,37,27,16,L4,64,.578
WSH,30,34,-49,L1,64,.469
ATL,27,36,4,L6,63,.429
MIA,24,38,-83,W1,62,.387
CHC,40,24,109,W1,64,.625
STL,36,28,32,W2,64,.563
MIL,35,30,24,W1,65,.538
CIN,32,33,36,W2,65,.492
PIT,25,40,-62,W2,65,.385
LAD,38,27,70,L2,65,.585
SD,36,27,17,L1,63,.571
SF,37,28,44,W4,65,.569
ARI,31,33,-16,L2,64,.484
COL,12,52,-190,L2,64,.188
