full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Carlos Carrasco,429,87.55,2071.87,6.67,23,0,71.0,15.25,82.95,7.43,5
Tyler Anderson,487,84.14,2089.7,6.05,35,0,70.72,20.78,81.3,7.41,5
Marcus Stroman,394,85.87,2354.22,5.61,15,0,70.53,12.77,82.82,7.37,5
Yusei Kikuchi,566,91.71,2245.77,6.99,48,0,69.07,21.65,83.94,7.07,6
Kevin Gausman,510,91.37,2134.14,6.64,28,0,70.92,24.52,85.2,7.21,5
Frankie Montas,469,91.85,2215.93,5.99,25,0,70.51,19.5,83.51,7.23,5
Austin Gomber,482,85.25,2254.79,6.77,25,0,70.68,14.26,83.24,7.43,5
Blake Snell,453,89.56,2368.89,6.88,41,0,67.09,24.77,82.36,7.4,5
Erick Fedde,455,89.12,2106.51,6.62,21,0,69.84,24.29,82.02,7.06,5
Paul Blackburn,154,87.21,2255.84,6.32,8,0,69.55,17.9,82.75,7.19,2
Joe Ryan,488,89.86,2299.84,6.69,35,0,68.88,20.54,80.48,7.01,5
Davis Martin,135,87.73,2625.95,6.53,8,0,68.95,28.93,84.2,7.31,2
Jake Irvin,585,89.34,2420.79,7.18,29,0,70.04,21.86,84.18,7.07,6
Tyler Phillips,376,87.65,2256.56,6.43,20,0,71.3,10.9,84.72,7.43,5
Dean Kremer,540,88.19,2056.29,6.23,26,0,68.94,20.12,82.44,7.24,6
Javier Assad,298,87.55,2049.14,6.62,10,0,70.59,22.42,82.38,7.29,4
Cole Ragans,512,88.52,2456.33,6.22,33,0,69.37,21.05,81.27,7.51,5
Shane Baz,402,91.08,2354.06,6.57,24,0,70.41,22.1,86.77,7.18,5
Tarik Skubal,482,92.45,2047.58,6.35,43,0,69.41,17.33,84.0,7.09,5
Andrew Abbott,563,88.43,2397.07,6.61,25,0,70.16,30.33,81.91,7.08,6
Kutter Crawford,413,87.06,2280.93,6.15,20,0,71.32,22.74,82.66,7.41,5
Valente Bellozo,66,85.23,2300.85,6.04,5,0,70.76,36.6,88.66,7.39,1
Spencer Schwellenbach,456,90.22,2166.58,6.8,38,0,69.62,13.5,83.04,7.37,5
Joey Estes,452,86.64,2355.77,6.01,20,0,70.75,31.67,82.88,7.23,6
Bryan Woo,301,91.78,2228.48,6.71,15,0,68.76,14.99,81.81,6.88,4
Brandon Pfaadt,416,90.55,2586.4,6.7,24,0,70.82,16.09,84.04,7.39,5
Gavin Stone,417,92.19,2044.43,6.58,17,0,69.43,10.41,82.61,7.24,5
