full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,348,87.89,2389.36,5.99,12,0,69.89,21.52,84.97,7.34,4
Chris Sale,616,86.54,2208.06,6.47,47,0,67.88,12.78,81.67,7.31,6
Gerrit Cole,552,90.72,2448.66,6.22,43,0,68.72,22.8,83.18,7.05,6
Patrick Corbin,585,85.46,2175.01,6.69,31,0,69.24,11.35,83.29,7.33,6
Andrew Heaney,523,87.29,2353.8,6.41,38,0,70.52,22.44,80.82,7.25,6
Miles Mikolas,505,88.55,2261.54,6.42,23,0,70.04,19.31,82.05,7.07,6
Jameson Taillon,557,86.74,2428.69,6.64,27,0,70.04,19.58,83.27,7.26,6
Joe Musgrove,473,88.01,2719.06,6.02,34,0,70.89,18.99,84.28,7.14,6
Kyle Freeland,523,88.28,2216.61,6.63,21,0,71.72,17.75,82.55,7.46,6
Michael Wacha,549,86.74,1967.99,6.8,37,0,68.48,21.43,80.54,7.28,6
Luis Severino,589,92.05,2269.56,6.32,43,0,68.91,22.2,81.82,7.01,6
Chris Flexen,526,85.02,2162.05,6.33,22,0,70.38,23.77,81.79,7.38,6
Zack Littell,317,87.74,1897.67,6.2,14,0,69.83,28.1,83.93,7.11,4
Freddy Peralta,562,89.04,2224.05,6.74,24,0,69.4,24.65,82.49,7.17,6
Jack Flaherty,589,86.87,2328.23,6.49,40,0,68.93,18.62,81.12,7.29,6
Edward Cabrera,575,92.93,2083.63,6.69,25,0,70.64,12.36,85.17,7.23,6
Ryne Nelson,572,91.52,2219.72,6.73,39,0,69.88,18.44,82.92,7.05,6
Corbin Burnes,563,90.58,2699.27,6.5,25,0,68.43,11.02,82.34,7.36,6
Tanner Bibee,545,88.87,2413.21,6.61,34,0,70.37,27.85,83.78,7.11,6
Simeon Woods Richardson,500,87.35,2277.87,6.62,22,0,68.93,27.58,81.38,7.09,6
Jared Jones,262,91.96,2544.54,6.75,17,0,68.78,19.31,84.02,7.23,3
Seth Johnson,58,89.98,2279.69,5.86,0,0,68.2,19.0,90.16,6.91,1
Julian Aguiar,369,87.91,1971.77,5.96,11,0,70.0,26.77,82.84,7.11,5
Beau Brieske,312,92.41,2401.58,6.07,18,0,70.73,16.07,80.59,7.31,12
Richard Fitts,66,88.86,2409.41,6.45,2,0,67.46,13.9,82.36,7.07,1
Spencer Bivens,244,89.24,1944.33,6.3,9,0,70.41,9.85,83.35,7.31,9
Caden Dana,138,89.12,2072.42,6.5,5,0,68.51,24.89,84.24,7.13,2
