full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Chris Sale,591,87.22,2212.3,6.47,50,0,67.8,12.88,80.11,7.38,6
Nathan Eovaldi,569,90.72,1948.13,6.55,34,0,70.5,9.66,82.53,7.21,6
Kyle Hendricks,415,83.8,2193.09,5.6,15,0,69.7,7.95,78.58,7.25,5
Buck Farmer,218,87.76,2366.93,6.11,15,0,69.03,19.21,81.83,7.53,12
Taijuan Walker,253,87.23,1889.02,5.97,10,0,69.67,9.96,85.24,7.15,3
Chris Bassitt,547,86.17,2153.56,6.4,33,0,68.74,20.09,82.47,6.83,6
Joe Musgrove,211,87.93,2720.32,6.07,16,0,70.51,21.02,83.88,7.16,3
Kyle Freeland,511,88.38,2274.38,6.64,28,0,71.02,17.2,84.15,7.48,6
Michael Wacha,542,87.01,1925.06,6.85,28,0,68.66,18.54,82.04,7.26,6
Paul Blackburn,480,87.13,2256.26,6.25,23,0,69.8,12.48,79.66,7.18,6
Chris Flexen,521,85.25,2203.25,6.33,15,0,70.48,25.09,82.84,7.39,6
Tyler Alexander,322,85.6,2258.37,6.24,17,0,69.28,23.25,80.64,6.92,5
Aaron Civale,434,87.64,2508.53,5.7,18,0,68.77,20.62,81.45,7.1,5
Bailey Falter,350,89.01,2009.48,7.18,18,0,67.49,20.85,84.96,6.82,5
MacKenzie Gore,552,91.2,2233.58,6.96,22,0,69.9,15.5,83.96,7.11,6
Ryne Nelson,580,91.51,2217.19,6.74,40,0,68.97,22.88,83.24,6.94,6
Andre Pallante,480,91.63,2325.8,6.68,21,0,69.42,0.76,82.44,7.04,5
Keider Montero,529,89.27,2368.91,6.36,27,0,70.18,18.95,82.69,7.19,6
Bobby Miller,187,91.2,2351.58,6.87,10,0,68.97,21.11,87.0,7.26,2
Tanner Bibee,423,88.66,2380.23,6.65,24,0,70.03,24.76,84.46,7.2,5
JP Sears,558,86.66,2050.79,6.35,32,0,70.97,23.41,83.28,7.2,6
Max Meyer,525,90.51,2331.9,6.35,21,0,70.54,16.04,85.31,7.42,6
Brayan Bello,547,91.24,2096.15,6.29,30,0,70.85,10.41,82.91,7.34,6
Hunter Brown,600,92.87,2197.27,6.61,40,0,69.23,17.48,80.23,6.81,6
Jack Kochanowicz,252,93.65,2196.38,6.52,3,0,69.07,4.77,85.51,6.91,3
Cade Povich,267,86.79,2267.78,6.34,10,0,70.62,28.56,84.48,7.26,3
David Festa,449,90.43,2219.77,6.87,36,0,68.99,19.35,82.96,7.38,6
Hayden Birdsong,415,89.12,2256.36,6.58,24,0,69.29,15.73,82.87,7.19,5
