mlbam_id,avg_launch_speed,avg_bat_speed,avg_swing_length,recent_home_runs,recent_strikeouts,plate_appearances,home_run_rate,strikeout_rate
444482,75.51666666666667,69.96666666666667,6.922222222222222,0,0,13,0.0,0.0
453568,81.10000000000001,66.64000000000001,7.24,1,2,13,0.07692307692307693,0.15384615384615385
455117,94.8,74.0,7.966666666666666,0,1,9,0.0,0.1111111111111111
456781,87.52000000000001,66.03333333333333,6.583333333333333,0,0,12,0.0,0.0
457705,81.05,73.98333333333333,7.316666666666666,0,1,10,0.0,0.1
457759,89.07499999999999,64.275,5.825,0,1,16,0.0,0.0625
467793,102.5,78.65,7.449999999999999,1,0,17,0.058823529411764705,0.0
502054,80.92,68.36666666666666,6.6000000000000005,0,0,17,0.0,0.0
502110,84.05,70.3,8.459999999999999,0,2,15,0.0,0.13333333333333333
502671,84.87142857142858,69.1625,7.35,0,0,15,0.0,0.0
514888,87.35000000000001,71.65,7.7375,0,1,17,0.0,0.058823529411764705
518692,84.16666666666667,68.74,6.75,0,0,23,0.0,0.0
518735,86.65,42.58571428571429,4.714285714285714,0,1,10,0.0,0.1
518934,69.425,63.82000000000001,6.9,0,1,16,0.0,0.0625
521692,83.76,74.125,7.975,0,1,15,0.0,0.06666666666666667
527038,81.8,67.52000000000001,7.26,0,1,11,0.0,0.09090909090909091
542303,82.84,73.92,7.040000000000001,0,0,15,0.0,0.0
543063,82.3,63.95,7.825,0,1,6,0.0,0.16666666666666666
543257,71.1,62.4,5.9,0,0,12,0.0,0.0
543685,75.7,63.07142857142857,6.528571428571429,0,1,17,0.0,0.058823529411764705
543760,72.675,63.537499999999994,7.475,1,2,16,0.0625,0.125
543807,83.11666666666666,59.91428571428571,7.357142857142857,0,0,14,0.0,0.0
543877,84.775,60.81666666666666,6.366666666666667,0,1,13,0.0,0.07692307692307693
545121,87.3,72.575,7.45,0,0,18,0.0,0.0
547180,92.94,77.85000000000001,7.25,1,0,18,0.05555555555555555,0.0
553869,78.15,71.46428571428571,6.7,0,1,22,0.0,0.045454545454545456
553993,96.03999999999999,73.66666666666667,7.933333333333334,1,1,13,0.07692307692307693,0.07692307692307693
570482,103.7,51.150000000000006,7.15,1,0,4,0.25,0.0
571448,79.775,69.58,7.99,0,1,22,0.0,0.045454545454545456
571771,90.10000000000001,72.78571428571429,7.299999999999999,1,0,18,0.05555555555555555,0.0
572138,86.33333333333333,68.62,6.640000000000001,0,0,9,0.0,0.0
572233,82.15,73.42,7.6,0,0,24,0.0,0.0
572761,68.75,69.5,8.200000000000001,0,2,15,0.0,0.13333333333333333
573262,89.625,70.38888888888889,7.455555555555555,0,0,19,0.0,0.0
575929,88.47142857142856,75.55,7.758333333333333,1,2,38,0.02631578947368421,0.05263157894736842
592192,77.7,57.6,7.0,0,0,2,0.0,0.0
592206,83.66,75.2,7.609090909090909,1,0,17,0.058823529411764705,0.0
592273,85.46666666666665,63.34285714285714,7.085714285714286,0,3,17,0.0,0.17647058823529413
592325,84.76666666666667,67.24285714285715,7.028571428571429,0,1,20,0.0,0.05
592450,89.4,70.99,7.909999999999999,1,2,26,0.038461538461538464,0.07692307692307693
592518,86.61999999999999,80.36666666666666,7.983333333333333,1,0,14,0.07142857142857142,0.0
592626,86.04444444444444,69.47777777777777,7.377777777777778,0,0,19,0.0,0.0
592669,91.34285714285714,74.5,7.588888888888889,0,0,14,0.0,0.0
592696,76.23333333333333,64.49,6.93,0,2,17,0.0,0.11764705882352941
593871,92.93333333333334,69.10000000000001,7.083333333333333,0,1,11,0.0,0.09090909090909091
594807,70.96666666666667,72.0375,7.5375,0,0,14,0.0,0.0
595777,83.97777777777777,68.64545454545454,7.281818181818181,0,1,22,0.0,0.045454545454545456
595879,89.6,63.9,7.6,0,0,4,0.0,0.0
595909,85.45,68.7125,7.0625,1,3,20,0.05,0.15
596019,75.825,71.91818181818182,7.509090909090909,1,1,26,0.038461538461538464,0.038461538461538464
596117,83.84,67.87142857142858,6.8428571428571425,0,0,18,0.0,0.0
596146,79.53333333333333,62.23333333333333,6.941666666666666,0,1,18,0.0,0.05555555555555555
600869,89.16666666666667,63.52,8.2,1,1,15,0.06666666666666667,0.06666666666666667
602104,82.0,71.525,7.175000000000001,0,0,10,0.0,0.0
605131,85.75,53.45,5.075,0,1,19,0.0,0.05263157894736842
605137,76.88571428571429,68.10909090909091,7.8,1,2,27,0.037037037037037035,0.07407407407407407
606115,,68.55,7.883333333333334,0,3,14,0.0,0.21428571428571427
606192,79.36666666666666,71.37142857142858,7.314285714285714,0,1,25,0.0,0.04
606466,86.8,68.02857142857142,6.957142857142857,0,0,19,0.0,0.0
606992,89.76666666666667,71.0875,6.9125,0,2,15,0.0,0.13333333333333333
607043,80.84,66.15555555555555,7.088888888888889,0,3,25,0.0,0.12
607208,91.13333333333333,67.84444444444445,7.48888888888889,1,2,22,0.045454545454545456,0.09090909090909091
608070,90.375,72.36666666666666,7.333333333333333,0,0,17,0.0,0.0
608324,80.64545454545454,71.19166666666666,6.7250000000000005,0,1,15,0.0,0.06666666666666667
608348,85.58888888888889,70.6888888888889,6.877777777777777,0,0,25,0.0,0.0
608369,86.39999999999999,74.5,7.475,0,0,15,0.0,0.0
608385,,68.85,7.2,0,1,6,0.0,0.16666666666666666
608671,78.9,60.96666666666667,6.1000000000000005,0,1,9,0.0,0.1111111111111111
608701,84.96666666666665,69.96666666666667,7.888888888888889,0,2,20,0.0,0.1
609280,101.45,75.16,7.880000000000001,0,1,8,0.0,0.125
620443,80.01666666666667,73.75,7.183333333333334,0,0,12,0.0,0.0
621020,89.72,73.075,7.1375,0,1,18,0.0,0.05555555555555555
621028,57.3,52.26666666666667,6.966666666666666,0,1,6,0.0,0.16666666666666666
621035,85.53333333333335,69.025,7.25,0,1,16,0.0,0.0625
621466,56.199999999999996,67.0,7.325,0,1,10,0.0,0.1
621493,89.2,64.46666666666667,7.116666666666667,0,1,12,0.0,0.08333333333333333
621512,78.53333333333333,69.93846153846154,7.8076923076923075,0,2,23,0.0,0.08695652173913043
621550,82.24,73.925,7.225,1,1,13,0.07692307692307693,0.07692307692307693
621566,74.60000000000001,70.83000000000001,7.37,0,3,23,0.0,0.13043478260869565
622534,88.94,67.42222222222222,7.2555555555555555,0,1,18,0.0,0.05555555555555555
623520,107.6,,,0,0,1,0.0,0.0
623912,87.63333333333333,72.475,6.925,0,0,11,0.0,0.0
623993,93.64,73.25,7.2625,0,1,16,0.0,0.0625
624413,82.89999999999999,71.94,7.359999999999999,0,1,10,0.0,0.1
624415,76.51111111111112,66.9,6.970000000000001,0,0,29,0.0,0.0
624424,104.73333333333333,75.525,7.65,0,1,17,0.0,0.058823529411764705
624428,79.81,64.8923076923077,6.861538461538462,0,1,21,0.0,0.047619047619047616
624512,71.2,63.75,7.4,0,1,10,0.0,0.1
624585,85.81666666666666,70.925,7.6875,0,2,19,0.0,0.10526315789473684
628451,86.3,75.02499999999999,7.3,1,0,10,0.1,0.0
630105,82.42,69.98333333333333,7.016666666666667,0,1,18,0.0,0.05555555555555555
641343,81.22,72.41666666666667,6.933333333333334,0,0,10,0.0,0.0
641487,83.53999999999999,70.46000000000001,6.9799999999999995,0,2,22,0.0,0.09090909090909091
641584,90.17500000000001,68.34285714285714,7.514285714285714,0,2,10,0.0,0.2
641598,80.85,70.325,7.4,0,0,18,0.0,0.0
641658,83.7,71.875,7.3999999999999995,0,0,9,0.0,0.0
641680,83.85000000000001,70.7875,7.225,0,0,13,0.0,0.0
641857,85.42,74.275,7.375,0,0,23,0.0,0.0
641943,84.36666666666667,73.14,7.06,0,1,10,0.0,0.1
642086,85.18571428571428,69.55,6.9875,0,1,19,0.0,0.05263157894736842
642133,80.86,69.03333333333333,7.233333333333333,0,2,21,0.0,0.09523809523809523
642180,78.65,56.849999999999994,5.75,0,0,7,0.0,0.0
642715,88.1,73.83333333333333,7.911111111111111,0,3,13,0.0,0.23076923076923078
642731,85.3,70.725,7.2,0,0,5,0.0,0.0
643217,83.13333333333334,66.38571428571429,6.1000000000000005,0,0,13,0.0,0.0
643289,81.83333333333333,68.46666666666667,7.3999999999999995,0,0,4,0.0,0.0
643446,78.025,66.50909090909092,7.490909090909091,0,0,18,0.0,0.0
645277,84.3625,63.48333333333333,7.083333333333333,0,1,17,0.0,0.058823529411764705
645302,93.43333333333334,70.24444444444445,6.655555555555555,0,1,16,0.0,0.0625
645444,86.06666666666666,66.64999999999999,7.316666666666666,0,1,19,0.0,0.05263157894736842
646240,90.26666666666667,71.675,6.9125,1,1,17,0.058823529411764705,0.058823529411764705
647304,86.04285714285713,76.27777777777777,7.2555555555555555,0,0,16,0.0,0.0
650333,86.64999999999999,61.625,6.2,0,1,16,0.0,0.0625
650391,79.45,72.52857142857142,6.885714285714286,0,0,7,0.0,0.0
650402,79.17999999999999,67.61428571428571,7.1571428571428575,0,1,12,0.0,0.08333333333333333
650489,76.3625,64.95555555555556,7.011111111111111,0,0,21,0.0,0.0
650490,87.67777777777778,71.88,7.2,0,0,22,0.0,0.0
650559,82.44285714285715,68.61666666666666,7.941666666666666,0,3,20,0.0,0.15
655316,77.97999999999999,68.44,6.459999999999999,0,0,13,0.0,0.0
656180,81.97999999999999,78.36666666666666,8.35,0,0,11,0.0,0.0
656305,86.94,67.93125,7.40625,0,2,23,0.0,0.08695652173913043
656541,90.13333333333333,77.5,7.6,0,1,11,0.0,0.09090909090909091
656555,85.21428571428571,67.25555555555555,7.6000000000000005,0,2,21,0.0,0.09523809523809523
656582,,72.2,7.0,0,0,11,0.0,0.0
656716,92.02000000000001,70.86666666666666,6.75,0,0,12,0.0,0.0
656775,76.6,68.3,6.35,0,0,3,0.0,0.0
656811,88.14,75.14999999999999,7.016666666666667,0,0,15,0.0,0.0
656896,73.53333333333333,67.7,6.485714285714286,0,2,20,0.0,0.1
656941,96.83333333333333,74.4,7.825,0,0,25,0.0,0.0
657041,83.73333333333333,68.86,6.55,0,1,20,0.0,0.05
657077,81.66666666666667,69.75,6.29,0,2,20,0.0,0.1
657557,83.83333333333333,72.55,6.816666666666666,0,1,10,0.0,0.1
657757,81.96,73.03076923076922,7.176923076923076,0,2,21,0.0,0.09523809523809523
660271,93.15,77.55,8.383333333333333,1,1,16,0.0625,0.0625
660688,77.8,62.366666666666674,7.5,0,0,5,0.0,0.0
660766,88.3,70.17999999999999,7.359999999999999,0,0,19,0.0,0.0
660821,87.06666666666666,69.5,6.7,0,0,8,0.0,0.0
661388,75.7125,67.74166666666666,6.983333333333333,0,2,21,0.0,0.09523809523809523
662139,94.025,66.62857142857142,7.571428571428571,0,1,18,0.0,0.05555555555555555
663368,81.3,68.12,7.1,0,1,19,0.0,0.05263157894736842
663457,85.19,72.88571428571429,7.328571428571428,0,1,31,0.0,0.03225806451612903
663538,80.5529411764706,68.08125,7.01875,0,0,34,0.0,0.0
663586,83.86666666666667,69.4375,7.025,0,3,17,0.0,0.17647058823529413
663616,91.21666666666665,75.04444444444444,7.411111111111111,0,1,24,0.0,0.041666666666666664
663624,87.2,73.39999999999999,7.1000000000000005,0,1,9,0.0,0.1111111111111111
663647,89.38000000000001,74.42,7.26,0,0,13,0.0,0.0
663662,95.15,74.05999999999999,6.7,0,0,16,0.0,0.0
663697,82.63333333333334,72.65,7.825,0,1,7,0.0,0.14285714285714285
663698,,,,0,0,4,0.0,0.0
663728,87.35,69.7625,8.3,0,3,11,0.0,0.2727272727272727
663743,83.42857142857143,63.766666666666666,6.411111111111111,0,1,17,0.0,0.058823529411764705
663757,89.53333333333335,68.14999999999999,7.233333333333333,0,0,10,0.0,0.0
663837,91.28333333333335,69.03333333333333,7.688888888888889,0,2,16,0.0,0.125
663886,102.7,66.23333333333333,7.3999999999999995,0,1,16,0.0,0.0625
663898,75.93333333333332,72.11666666666667,7.516666666666667,0,2,12,0.0,0.16666666666666666
663993,78.4,69.11428571428571,7.285714285714286,0,1,19,0.0,0.05263157894736842
664023,79.87692307692308,72.14666666666668,6.819999999999999,0,2,34,0.0,0.058823529411764705
664034,88.3,67.36666666666666,7.95,0,0,8,0.0,0.0
664040,75.6,62.39,6.15,0,2,19,0.0,0.10526315789473684
664056,75.0,67.35,7.949999999999999,0,1,4,0.0,0.25
664761,84.15,62.25,6.2,0,2,15,0.0,0.13333333333333333
664774,94.375,70.325,6.25,0,0,6,0.0,0.0
664913,86.3111111111111,74.01666666666667,7.25,0,3,21,0.0,0.14285714285714285
665161,73.41,69.45,7.278571428571428,0,2,24,0.0,0.08333333333333333
665489,89.73333333333333,74.75,7.925,0,1,16,0.0,0.0625
665742,89.375,75.71111111111111,7.011111111111111,1,1,18,0.05555555555555555,0.05555555555555555
665750,61.974999999999994,57.410000000000004,6.95,0,3,18,0.0,0.16666666666666666
665804,89.06666666666666,73.425,7.275,1,0,15,0.06666666666666667,0.0
665833,92.75,79.19999999999999,7.7555555555555555,0,2,17,0.0,0.11764705882352941
665862,81.67777777777778,63.8,6.872727272727272,0,1,19,0.0,0.05263157894736842
665926,84.0375,68.19,6.720000000000001,0,0,12,0.0,0.0
666023,75.41666666666667,70.975,7.825,0,1,15,0.0,0.06666666666666667
666139,82.60000000000001,69.1375,6.5875,0,1,16,0.0,0.0625
666152,81.225,67.35714285714286,7.142857142857143,0,1,20,0.0,0.05
666158,84.51428571428572,66.86666666666666,6.788888888888889,0,0,17,0.0,0.0
666160,69.61428571428571,72.425,7.5249999999999995,0,0,14,0.0,0.0
666163,94.025,71.65,6.925,0,1,11,0.0,0.09090909090909091
666176,94.96666666666665,70.91666666666667,7.066666666666666,0,1,10,0.0,0.1
666181,85.2,73.875,8.2,0,2,14,0.0,0.14285714285714285
666185,82.8,69.13333333333334,7.033333333333334,0,1,6,0.0,0.16666666666666666
666310,92.88,68.48571428571428,7.5,0,0,11,0.0,0.0
666624,84.375,74.72105263157896,7.8578947368421055,0,2,34,0.0,0.058823529411764705
666969,82.725,70.60833333333333,7.583333333333333,0,1,22,0.0,0.045454545454545456
666971,80.17,63.61538461538461,7.207692307692308,0,1,21,0.0,0.047619047619047616
667452,71.1,75.9,6.9,0,0,5,0.0,0.0
