team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,88.55341269841269,71.96940476190476,7.428968253968254
BAL,87.23680555555556,69.80585317460317,7.20297619047619
BOS,79.913,71.00472222222223,7.511944444444444
CHC,86.00291666666668,69.82170634920635,6.875793650793651
CIN,81.485,66.985,7.088333333333333
CLE,80.86333333333333,64.49183862433863,6.670429894179894
COL,84.701,67.22285714285714,7.186666666666666
CWS,83.8075,63.947470238095235,6.9625
DET,73.83666666666667,68.564,6.983428571428571
HOU,83.34630952380952,70.96192089656375,7.448293650793651
KC,85.23441964285715,67.3242821067821,7.084107142857143
LAA,85.15357142857142,67.8226283240569,6.781366728509586
LAD,84.2388888888889,72.16055555555555,7.296666666666667
MIA,85.73,65.92380952380952,6.276190476190476
MIL,82.9830357142857,70.56616161616162,6.978661616161616
MIN,83.07564285714287,69.85508333333334,7.260928571428572
NYM,91.13888888888887,71.32805555555557,7.383055555555555
NYY,86.33080357142858,71.33924603174603,7.69796626984127
PHI,83.20034722222222,70.83675595238095,7.544270833333333
PIT,83.98154761904763,72.38521645021645,7.3437662337662335
SD,79.70911564625851,68.84737484737485,6.946391069248213
SEA,82.78245791245791,70.36646114996115,7.11017501942502
SF,88.925,72.34501984126985,7.285006613756614
STL,82.7822077922078,68.80667285095856,7.208987064522779
TB,87.35833333333333,67.05639880952381,6.691964285714286
TEX,86.72874999999999,72.07416666666667,7.35
TOR,85.61066666666667,67.3172967032967,7.082739260739261
WSH,77.95598639455783,69.86604308390022,7.558673469387756
