full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,270,87.85,2449.03,5.97,13,0,67.62,24.84,80.83,6.97,3
Chris Sale,482,86.15,2205.54,6.39,35,0,67.31,13.68,78.77,7.29,5
Ross Stripling,544,87.39,2088.16,6.06,21,0,69.97,21.21,81.63,7.21,6
Zack Wheeler,615,90.35,2322.55,7.17,47,0,68.66,14.04,81.21,7.03,6
Andrew Heaney,494,86.78,2398.82,6.49,26,0,70.58,25.61,83.17,7.29,6
Miles Mikolas,518,86.93,2213.4,6.33,24,0,70.39,19.23,82.62,7.3,6
Trevor Williams,486,84.62,2038.14,6.85,21,0,69.99,16.06,81.93,7.23,6
Chris Bassitt,565,86.51,2133.55,6.38,28,0,69.34,18.67,82.53,7.04,6
Joe Musgrove,543,86.74,2651.09,6.11,30,0,69.07,15.08,82.36,7.33,6
Colin Rea,442,87.99,2151.0,6.59,21,0,71.79,16.91,83.59,7.17,5
Seth Lugo,578,87.66,2583.97,6.14,27,0,69.91,12.97,83.42,7.12,6
Zach Eflin,491,86.76,2269.98,6.66,31,0,70.04,14.55,83.33,7.27,6
Chris Flexen,479,85.3,2098.25,6.37,16,0,70.83,17.67,83.72,7.52,7
Kenta Maeda,404,84.39,2062.27,6.08,18,0,69.7,14.78,81.52,7.43,5
Dakota Hudson,516,87.17,2206.66,6.25,18,0,68.48,10.13,83.7,7.28,6
Bailey Ober,412,86.78,2142.93,7.2,27,0,70.45,21.03,82.05,7.49,5
Jordan Montgomery,228,86.19,2097.58,6.7,7,0,70.17,18.18,83.81,7.35,3
Luis Gil,567,93.33,2309.86,6.66,40,0,69.86,23.69,82.06,7.1,6
Triston McKenzie,498,86.63,2195.52,6.71,24,0,69.36,24.76,84.3,7.33,6
Patrick Sandoval,571,86.97,2145.86,6.2,36,0,69.05,16.83,80.99,7.35,6
Graham Ashcraft,564,93.53,2484.28,5.54,30,0,68.99,13.1,84.39,6.91,6
Erik Miller,203,89.51,2168.55,6.45,15,0,68.18,16.82,83.44,7.18,12
Corbin Burnes,578,90.09,2704.9,6.56,30,0,70.24,6.56,82.88,7.6,6
Emerson Hancock,491,90.52,2234.31,6.47,23,0,71.85,18.34,83.11,7.32,6
Kutter Crawford,545,86.78,2273.5,6.11,33,0,70.16,18.83,80.29,7.27,6
Quinn Priester,267,88.01,2186.89,6.38,11,0,71.3,3.29,82.4,7.46,3
Shota Imanaga,492,87.98,2044.71,6.37,35,0,69.69,23.44,82.21,7.2,6
Yoshinobu Yamamoto,461,88.82,2062.6,6.64,35,0,69.36,8.8,83.67,7.2,5
