team,wins,losses,run_diff,streak,games_played,win_pct
BAL,64,44,87,W1,108,.593
NYY,64,45,117,W4,109,.587
BOS,56,51,22,L1,107,.523
TB,55,52,-44,W3,107,.514
TOR,51,58,-76,L1,109,.468
CLE,65,42,81,W3,107,.607
MIN,58,48,36,L2,106,.547
KC,59,49,75,W2,108,.546
DET,52,57,-11,L3,109,.477
CWS,27,83,-222,L16,110,.245
SEA,57,52,22,W1,109,.523
HOU,55,52,45,L3,107,.514
TEX,52,56,-4,L1,108,.481
LAA,47,60,-92,W2,107,.439
OAK,45,64,-62,W1,109,.413
PHI,65,42,103,L3,107,.607
ATL,57,49,55,W1,106,.538
NYM,57,50,31,W2,107,.533
WSH,49,59,-53,L3,108,.454
MIA,39,68,-148,L2,107,.364
MIL,61,46,81,L1,107,.570
PIT,55,52,-4,W3,107,.514
STL,55,52,-44,W1,107,.514
CIN,52,55,44,W2,107,.486
CHC,51,58,-16,L2,109,.468
LAD,63,45,93,L1,108,.583
SD,58,51,35,W1,109,.532
ARI,57,51,44,W2,108,.528
SF,53,56,-19,L1,109,.486
COL,38,70,-176,L5,108,.352
