full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Shawn Armstrong,183,91.08,2375.08,6.79,14,0,70.26,27.2,82.52,7.24,12
Kevin Gausman,584,89.68,2027.26,6.68,40,0,69.58,19.74,81.86,7.25,6
Clay Holmes,541,88.08,2306.41,5.8,24,0,69.77,10.43,84.94,7.36,6
Adrian Houser,468,90.28,2075.56,6.94,22,0,71.05,16.93,84.19,7.24,5
Erick Fedde,525,88.86,2107.41,6.67,22,0,69.86,19.25,83.12,7.19,6
Michael Wacha,432,86.14,1968.84,6.71,23,0,69.31,18.68,82.04,7.29,5
Luis Severino,595,91.38,2292.8,6.24,21,0,68.82,16.44,81.96,6.95,6
Ryan Yarbrough,407,81.44,2018.69,6.17,26,0,69.94,19.19,83.4,7.23,5
Freddy Peralta,585,91.37,2348.58,6.82,32,0,69.19,23.44,81.57,7.04,6
Logan Webb,588,89.21,2064.23,6.79,39,0,68.78,11.33,83.71,6.93,6
Stephen Kolek,536,90.59,2231.19,6.38,23,0,70.62,14.88,83.98,6.94,6
Chris Paddack,551,88.27,2053.51,6.94,23,0,69.96,20.44,83.75,7.09,6
Edward Cabrera,393,91.84,2265.57,6.52,32,0,69.69,8.63,84.94,7.48,5
Gavin Williams,586,90.37,2329.88,6.61,27,0,69.45,16.21,83.96,7.19,6
Ryne Nelson,429,91.72,2246.8,6.78,18,0,68.72,21.45,84.11,6.91,6
Taj Bradley,522,91.97,2234.9,6.31,36,0,69.56,7.84,83.22,7.02,6
Brant Hurter,208,89.22,2284.45,6.14,15,0,67.75,18.72,79.98,7.23,8
Colton Gordon,504,85.74,2264.12,6.88,30,0,70.99,25.41,83.46,7.37,6
Garrett Crochet,612,92.76,2494.11,6.79,52,0,70.11,18.57,82.17,7.24,6
Mitchell Parker,482,89.16,2021.29,6.89,24,0,69.6,19.75,87.15,7.1,6
Jack Kochanowicz,507,92.21,2295.07,6.45,26,0,71.37,8.54,87.9,7.36,6
Cade Horton,492,90.53,2464.97,6.15,24,0,70.68,14.11,84.94,7.26,6
Bryce Elder,340,88.79,2208.37,6.05,21,0,70.63,4.56,84.06,7.38,4
Paul Skenes,590,92.84,2101.9,6.67,43,0,68.63,15.56,82.38,7.36,6
Yoshinobu Yamamoto,578,89.93,2094.25,6.53,37,0,69.48,11.59,82.83,7.14,6
