mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
457705,andrew mccutchen,PIT,80.88,70.43,7.39,24,0,2,9.0,78.0,371.0,0.25,0.38
502671,paul goldschmidt,NYY,80.03,72.4,8.09,18,0,1,8.0,66.0,385.0,0.29,0.43
514888,josé altuve,HOU,86.93,70.24,7.83,17,0,1,17.0,68.0,426.0,0.28,0.46
521692,salvador pérez,KC,96.43,70.62,8.36,9,0,1,18.0,77.0,407.0,0.26,0.47
542303,marcell ozuna,ATL,89.29,75.07,7.26,23,0,3,13.0,90.0,396.0,0.24,0.39
543760,marcus semien,TEX,88.4,69.53,7.48,18,0,0,13.0,80.0,429.0,0.23,0.36
543807,george springer,TOR,82.3,68.94,7.86,12,0,2,17.0,73.0,393.0,0.29,0.5
553993,eugenio suárez,AZ,87.83,74.2,8.21,17,3,0,36.0,111.0,421.0,0.25,0.59
573262,mike yastrzemski,SF,75.97,65.19,7.44,15,0,2,8.0,82.0,358.0,0.24,0.36
575929,willson contreras,STL,89.95,78.36,8.0,16,0,1,14.0,104.0,417.0,0.27,0.46
592206,nick castellanos,PHI,77.43,68.7,8.37,9,0,1,13.0,85.0,421.0,0.27,0.43
592450,aaron judge,NYY,97.13,79.35,8.21,24,0,0,37.0,120.0,459.0,0.34,0.71
592518,manny machado,SD,99.75,82.0,8.02,7,2,0,19.0,76.0,443.0,0.29,0.49
593428,xander bogaerts,SD,70.88,65.6,6.58,15,0,2,6.0,65.0,414.0,0.27,0.38
596019,francisco lindor,NYM,94.23,71.82,7.85,10,0,1,20.0,85.0,462.0,0.25,0.44
596146,max kepler,PHI,96.2,68.55,7.2,5,0,0,11.0,66.0,338.0,0.2,0.36
606192,teoscar hernández,LAD,75.93,70.89,7.02,30,0,2,15.0,80.0,335.0,0.25,0.46
607043,brandon nimmo,NYM,75.82,74.34,7.04,17,0,1,19.0,81.0,414.0,0.26,0.47
607208,trea turner,PHI,79.72,67.91,7.25,20,0,1,11.0,75.0,455.0,0.3,0.44
621020,dansby swanson,CHC,75.9,70.58,7.36,16,0,1,16.0,115.0,426.0,0.25,0.42
621439,byron buxton,MIN,75.66,71.77,7.71,27,0,4,23.0,97.0,361.0,0.28,0.57
621493,taylor ward,LAA,78.5,72.25,7.21,17,0,3,23.0,119.0,442.0,0.23,0.48
621566,matt olson,ATL,79.66,72.82,7.29,27,0,1,18.0,106.0,453.0,0.26,0.47
624413,pete alonso,NYM,83.78,73.05,7.52,19,0,3,22.0,105.0,450.0,0.27,0.51
641355,cody bellinger,NYY,84.99,65.62,6.96,17,1,0,19.0,55.0,401.0,0.28,0.51
641857,ryan mcmahon,COL,92.1,72.32,7.17,16,1,0,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,88.17,70.15,7.92,12,0,1,15.0,113.0,438.0,0.23,0.4
646240,rafael devers,SF,90.2,69.48,7.01,19,1,1,19.0,120.0,474.0,0.26,0.48
647304,josh naylor,AZ,88.26,72.16,8.06,17,1,1,11.0,51.0,398.0,0.29,0.44
650333,luis arráez,SD,77.98,53.98,4.96,14,0,0,5.0,12.0,428.0,0.29,0.4
650402,gleyber torres,DET,83.88,65.55,7.33,21,0,2,9.0,51.0,392.0,0.28,0.41
650489,willi castro,MIN,79.46,66.59,6.88,13,0,1,10.0,81.0,323.0,0.25,0.42
650490,yandy díaz,TB,80.72,71.51,7.48,25,0,3,17.0,61.0,436.0,0.29,0.47
650859,luis rengifo,LAA,79.4,67.53,6.54,16,0,1,4.0,66.0,367.0,0.24,0.32
656716,zach mckinstry,DET,86.07,68.13,6.37,17,0,0,8.0,73.0,356.0,0.27,0.44
656775,cedric mullins,BAL,77.01,70.74,7.53,18,0,0,13.0,83.0,335.0,0.22,0.4
