full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Tyler Anderson,575,84.43,2113.5,6.07,23,0,70.22,20.47,81.4,7.37,6
Gerrit Cole,62,91.16,2421.77,6.26,5,0,72.18,20.79,85.73,7.17,1
Kyle Hendricks,274,83.63,2217.89,5.62,14,0,67.68,15.96,78.38,7.05,6
Patrick Corbin,544,85.8,2143.84,6.62,26,0,71.26,16.84,84.74,7.47,6
Andrew Heaney,470,87.08,2409.1,6.41,27,0,70.08,23.64,83.25,7.31,6
Kevin Gausman,497,90.3,2138.72,6.62,36,0,70.26,26.95,83.15,7.13,6
Yonny Chirinos,87,89.0,2075.82,6.16,6,0,67.12,22.64,79.29,7.13,1
Sean Manaea,459,88.19,2070.85,7.34,32,0,69.34,23.19,81.8,7.0,5
Freddy Peralta,597,89.58,2303.68,6.63,42,0,68.67,24.38,80.58,7.02,6
Mitch Keller,470,90.15,2505.09,6.45,31,0,69.64,19.93,81.66,7.06,5
Joe Ryan,570,91.14,2279.79,6.86,37,0,70.8,26.32,83.37,7.18,6
Matt Waldron,566,82.63,1319.15,6.54,31,0,69.6,17.45,80.53,7.19,6
Ryan Feltner,524,90.12,2337.75,6.41,31,0,69.26,17.42,83.45,7.14,6
Cole Ragans,603,90.27,2429.57,6.12,45,0,70.04,19.96,82.37,7.32,6
Hunter Greene,540,92.31,2220.87,6.44,32,0,69.39,28.87,82.98,7.31,5
Erik Miller,224,90.12,2163.32,6.49,12,0,68.97,17.86,80.31,7.17,13
Tarik Skubal,547,92.01,2069.57,6.32,39,0,69.8,16.12,81.65,7.15,6
Matthew Liberatore,158,91.03,2326.34,6.17,8,0,70.94,17.97,84.93,7.27,10
Taj Bradley,572,91.89,2093.44,6.6,40,0,69.36,20.93,83.58,6.96,6
Bobby Miller,79,91.46,2327.27,6.77,2,0,70.57,8.57,87.73,7.43,1
Tanner Bibee,469,88.91,2464.85,6.65,43,0,68.97,22.96,80.05,7.18,5
Garrett Crochet,557,94.34,2468.26,6.99,54,0,69.87,16.56,84.17,6.99,6
Brayan Bello,554,90.88,2119.17,6.34,31,0,69.67,2.46,82.3,7.35,6
Hunter Brown,561,92.06,2148.04,6.58,41,0,68.48,12.53,80.31,6.9,6
Bryan Woo,362,92.59,2211.18,6.75,17,0,69.37,22.76,83.64,6.9,5
Brandon Pfaadt,550,90.49,2556.19,6.76,33,0,69.3,20.77,82.64,7.2,6
Cade Povich,283,86.46,2308.24,6.33,9,0,69.5,19.48,81.36,7.27,3
