game_date,home_team,away_team,winner
2024-09-27,Cubs,Reds,Cubs
2024-09-27,Tigers,White Sox,Tigers
2024-09-27,Nationals,Phillies,Nationals
2024-09-27,Yankees,Pirates,Pirates
2024-09-27,Blue Jays,Marlins,Marlins
2024-09-27,Red Sox,Rays,Rays
2024-09-27,Guardians,Astros,Astros
2024-09-27,Braves,Royals,Braves
2024-09-27,Rockies,Dodgers,Dodgers
2024-09-27,Brewers,Mets,Brewers
2024-09-27,Twins,Orioles,Orioles
2024-09-27,Angels,Rangers,Rangers
2024-09-27,D-backs,Padres,Padres
2024-09-27,Giants,Cardinals,Cardinals
