game_date,home_team,away_team,winner
2024-09-11,Pirates,Marlins,Pirates
2024-09-11,White Sox,Guardians,Guardians
2024-09-11,Blue Jays,Mets,Mets
2024-09-11,D-backs,Rangers,D-backs
2024-09-11,Tigers,Rockies,Tigers
2024-09-11,Phillies,Rays,Phillies
2024-09-11,Nationals,Braves,Nationals
2024-09-11,Yankees,Royals,Yankees
2024-09-11,Red Sox,Orioles,Red Sox
2024-09-11,Twins,Angels,Twins
2024-09-11,Cardinals,Reds,Cardinals
2024-09-11,Mariners,Padres,Mariners
2024-09-11,Giants,Brewers,Giants
2024-09-11,Dodgers,Cubs,Dodgers
