team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,83.64797390109891,71.78711192810457,7.105065359477123
BAL,79.53533950617285,69.33888888888889,7.350123456790123
BOS,87.26928571428572,68.6540873015873,7.328849206349207
CHC,79.49652777777779,65.80343253968255,6.759047619047619
CIN,89.405,71.76490476190477,7.244047619047619
CLE,81.45166666666667,70.59433699633699,7.1162246642246645
COL,79.03269841269842,70.69074074074074,7.5
CWS,84.39190476190477,68.69749999999999,6.932857142857142
DET,82.00961904761905,70.65927272727274,7.545386363636363
HOU,83.63194444444444,67.49203703703704,7.359722222222222
KC,85.07137896825397,68.22571428571429,7.129300595238095
LAA,84.81038095238095,68.82507936507936,7.0753601953601954
LAD,83.03333333333333,70.1327380952381,7.604166666666667
MIA,81.42539682539683,69.81642857142857,6.421428571428572
MIL,83.29595238095239,69.55797619047618,7.3655952380952385
MIN,84.88539682539682,72.78486111111111,7.090138888888888
NYM,82.97119047619047,69.79280045351474,7.341814058956916
NYY,81.51076998050682,70.66653787878788,7.804999158249158
PHI,87.01660714285714,72.12636408730158,7.516835317460317
PIT,83.45566666666667,68.97933333333333,6.871
SD,79.20352813852813,69.69349103277675,7.263959492888064
SEA,78.85583333333332,68.87666666666667,7.098333333333334
SF,83.09537037037036,71.9240909090909,7.262352092352092
STL,83.00111111111111,68.30409812409812,7.5028643578643575
TB,83.92857142857143,70.16571428571429,6.968047619047619
TEX,79.75375180375181,67.72132936507937,7.217619047619047
TOR,79.27472222222222,69.51544011544011,7.07536075036075
WSH,86.54933333333334,71.94438095238095,7.509619047619047
