full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Nathan Eovaldi,467,88.97,1984.45,6.55,28,0,69.09,18.8,82.7,7.09,5
Aaron Nola,586,87.17,2367.98,6.93,44,0,69.81,13.75,82.65,7.49,6
Colin Rea,471,89.14,2054.85,6.63,22,0,71.16,18.72,83.03,7.29,7
Anthony Banda,116,92.31,2184.37,6.3,2,0,68.86,13.72,82.03,7.18,6
Ryan Burr,215,89.14,2400.1,6.88,19,0,68.06,12.39,81.27,7.47,12
Kenta Maeda,200,84.09,2109.56,6.1,15,0,70.42,29.02,78.92,7.73,5
Bailey Ober,531,85.41,2123.78,7.35,44,0,69.91,21.47,80.5,7.43,6
David Peterson,423,88.67,2130.8,7.07,31,0,69.72,12.67,82.07,7.11,5
Clarke Schmidt,435,89.17,2805.75,6.12,26,0,71.38,21.34,83.22,7.36,5
Ryan Feltner,526,89.38,2273.12,6.46,28,0,69.36,19.98,82.13,7.17,6
Bailey Falter,484,88.81,1965.9,7.18,18,0,70.21,19.82,83.16,7.05,6
Jake Irvin,517,90.41,2371.33,7.07,26,0,70.67,14.52,83.27,7.17,6
Caleb Kilian,167,88.39,2167.5,6.87,7,0,69.45,21.33,81.83,7.2,2
Hunter Greene,110,92.09,2274.22,6.5,7,0,68.58,32.77,80.55,7.36,2
Logan Gilbert,560,90.3,1902.77,7.41,48,0,69.1,11.83,83.5,7.4,6
Ryan Weathers,253,90.4,2221.63,5.89,13,0,71.32,21.69,82.52,7.42,3
Alec Marsh,403,89.51,2350.66,6.15,28,0,69.48,13.88,82.55,7.43,5
Nick Sandlin,198,86.96,2216.7,6.65,12,0,68.84,22.82,83.77,7.59,10
Quinn Priester,89,88.84,2226.45,6.38,2,0,69.48,-2.27,79.46,7.5,1
Jonathan Cannon,536,88.97,2180.66,6.17,28,0,69.66,16.98,82.35,7.05,6
Ryan Pepiot,450,91.68,2439.08,6.64,32,0,69.86,30.4,83.25,7.09,6
Jack Kochanowicz,400,94.36,2140.7,6.42,13,0,69.64,9.6,83.84,7.1,5
Mitch Spence,497,87.29,2524.77,6.16,26,0,70.34,8.2,83.24,7.41,6
Brandon Pfaadt,489,90.56,2537.97,6.66,40,0,70.16,13.87,83.45,7.21,6
Michael McGreevy,212,89.46,2195.16,6.63,15,0,69.04,7.11,82.29,6.92,3
Hayden Birdsong,434,90.36,2211.2,6.48,28,0,68.08,17.78,84.54,7.05,5
