team,wins,losses,run_diff,streak,games_played,win_pct
BAL,18,10,36,W1,28,.643
NYY,19,11,41,L1,30,.633
BOS,16,13,33,W2,29,.552
TOR,15,15,-23,W2,30,.500
TB,14,16,-31,W1,30,.467
CLE,19,9,46,L1,28,.679
DET,16,12,3,W2,28,.571
KC,17,13,42,L3,30,.567
MIN,15,13,9,W8,28,.536
CWS,6,23,-78,L1,29,.207
SEA,16,13,11,W1,29,.552
TEX,15,14,7,W1,29,.517
OAK,13,17,-39,W2,30,.433
LAA,11,18,-35,W1,29,.379
HOU,9,19,-22,W2,28,.321
ATL,19,8,46,L1,27,.704
PHI,19,11,24,L1,30,.633
NYM,14,14,5,L1,28,.500
WSH,14,14,-5,W4,28,.500
MIA,6,24,-64,L7,30,.200
CHC,18,11,16,W1,29,.621
MIL,17,11,13,L3,28,.607
CIN,16,13,24,W1,29,.552
PIT,14,16,-10,L2,30,.467
STL,13,15,-23,L1,28,.464
LAD,19,12,42,W1,31,.613
SF,14,15,-17,W1,29,.483
SD,14,18,-6,L5,32,.438
ARI,13,17,25,L1,30,.433
COL,7,21,-70,L2,28,.250
