game_date,home_team,away_team,winner
2024-06-15,Cubs,Cardinals,Cubs
2024-06-15,Blue Jays,Guardians,Blue Jays
2024-06-15,Orioles,Phillies,Orioles
2024-06-15,Giants,Angels,Angels
2024-06-15,Nationals,Marlins,Nationals
2024-06-15,Braves,Rays,Braves
2024-06-15,Astros,Tigers,Tigers
2024-06-15,Brewers,Reds,Brewers
2024-06-15,Mets,Padres,Mets
2024-06-15,Red Sox,Yankees,Red Sox
2024-06-15,Mariners,Rangers,Mariners
2024-06-15,Rockies,Pirates,Rockies
2024-06-15,Dodgers,Royals,Royals
2024-06-15,D-backs,White Sox,White Sox
