team,wins,losses,run_diff,streak,games_played,win_pct
NYY,86,62,126,W3,148,.581
BAL,83,65,83,L2,148,.561
BOS,74,74,1,L2,148,.500
TB,73,75,-57,W2,148,.493
TOR,70,78,-54,W1,148,.473
CLE,84,64,74,L2,148,.568
KC,81,67,100,W1,148,.547
MIN,78,69,37,L1,147,.531
DET,76,72,35,W1,148,.514
CWS,33,115,-313,L4,148,.223
HOU,79,68,90,W2,147,.537
SEA,75,73,45,W1,148,.507
TEX,71,77,-55,L1,148,.480
OAK,65,83,-93,W1,148,.439
LAA,60,87,-130,L3,147,.408
PHI,88,59,116,L1,147,.599
NYM,81,66,67,W2,147,.551
ATL,80,67,75,W1,147,.544
WSH,66,81,-85,W1,147,.449
MIA,55,93,-197,L1,148,.372
MIL,85,62,128,W2,147,.578
CHC,75,72,56,L2,147,.510
STL,74,73,-61,L1,147,.503
CIN,72,77,19,W1,149,.483
PIT,70,77,-50,L1,147,.476
LAD,87,60,108,L1,147,.592
SD,83,65,76,W1,148,.561
ARI,82,65,101,L1,147,.558
SF,72,76,-20,L2,148,.486
COL,56,92,-222,W2,148,.378
