game_date,home_team,away_team,winner
2025-07-12,Yankees,Cubs,Cubs
2025-07-12,Tigers,Mariners,Mariners
2025-07-12,Twins,Pirates,Twins
2025-07-12,Cardinals,Braves,Braves
2025-07-12,Orioles,Marlins,Marlins
2025-07-12,Giants,Dodgers,Dodgers
2025-07-12,Red Sox,Rays,Red Sox
2025-07-12,White Sox,Guardians,Guardians
2025-07-12,Reds,Rockies,Reds
2025-07-12,Royals,Mets,Mets
2025-07-12,Brewers,Nationals,Brewers
2025-07-12,Astros,Rangers,Astros
2025-07-12,Padres,Phillies,Padres
2025-07-12,Angels,D-backs,Angels
2025-07-12,Athletics,Blue Jays,Athletics
