full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Justin Verlander,173,87.19,2448.5,5.97,11,0,66.94,22.5,79.75,6.99,2
Chase Anderson,245,87.4,2315.21,5.81,8,0,69.37,26.26,79.19,7.23,7
Zack Wheeler,598,90.32,2318.16,7.18,46,0,68.93,14.08,81.66,7.06,6
Andrew Heaney,420,86.65,2395.96,6.48,22,0,70.78,27.22,82.61,7.27,5
Alex Wood,525,86.67,1917.72,6.1,25,0,69.21,20.26,84.25,7.11,6
Dakota Hudson,438,87.2,2223.85,6.27,16,0,68.65,11.54,83.2,7.26,5
Freddy Peralta,461,88.82,2378.48,6.89,38,0,69.48,22.22,81.75,7.17,5
Michael Soroka,506,87.25,2467.95,6.05,13,0,70.96,17.88,83.25,7.35,6
Mitch Keller,554,89.83,2500.02,6.47,32,0,69.16,16.36,84.7,7.02,6
Triston McKenzie,491,86.62,2185.0,6.68,25,0,68.98,23.29,83.18,7.27,6
Javier Assad,452,88.21,1995.82,6.55,26,0,67.07,21.82,80.53,6.83,5
Cole Ragans,521,90.79,2420.28,6.14,37,0,70.22,14.4,82.14,7.18,6
MacKenzie Gore,477,92.03,2222.03,7.12,31,0,69.18,20.86,79.68,6.99,5
Simeon Woods Richardson,174,87.89,2279.37,6.88,11,0,70.09,23.53,82.65,7.21,2
Yoshinobu Yamamoto,435,88.58,2065.25,6.61,35,0,69.31,10.99,84.38,7.2,5
