mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
457705,andrew mccutchen,PIT,78.5,67.22,7.48,17,0,2,9.0,78.0,366.0,0.26,0.39
502671,paul goldschmidt,NYY,92.88,73.76,7.54,10,0,0,8.0,66.0,381.0,0.29,0.43
514888,josé altuve,HOU,79.72,67.72,7.65,7,1,0,17.0,67.0,420.0,0.28,0.47
518692,freddie freeman,LAD,78.5,67.32,6.34,11,0,1,10.0,85.0,380.0,0.3,0.47
521692,salvador pérez,KC,75.28,65.43,7.3,18,0,0,18.0,77.0,407.0,0.26,0.47
527038,wilmer flores,SF,86.07,65.94,6.84,26,0,0,12.0,64.0,359.0,0.24,0.38
542303,marcell ozuna,ATL,80.06,70.92,7.21,17,1,2,13.0,90.0,395.0,0.24,0.39
543760,marcus semien,TEX,77.99,68.51,7.59,20,0,0,13.0,80.0,424.0,0.23,0.37
543807,george springer,TOR,65.98,70.09,7.47,9,0,0,17.0,72.0,383.0,0.28,0.5
545361,mike trout,LAA,103.1,74.03,7.93,12,0,2,18.0,92.0,329.0,0.24,0.47
553993,eugenio suárez,AZ,93.05,69.87,7.81,12,0,1,36.0,110.0,416.0,0.25,0.59
571448,nolan arenado,STL,85.72,72.78,8.44,12,0,0,10.0,36.0,371.0,0.24,0.38
572233,christian walker,HOU,90.13,69.4,7.52,25,0,1,13.0,111.0,406.0,0.24,0.38
573262,mike yastrzemski,SF,86.5,69.4,7.6,19,0,0,8.0,81.0,354.0,0.24,0.37
575929,willson contreras,STL,77.57,77.7,8.43,14,0,0,13.0,103.0,409.0,0.26,0.44
592206,nick castellanos,PHI,82.37,66.93,7.58,23,0,2,13.0,85.0,416.0,0.27,0.43
592450,aaron judge,NYY,82.68,78.57,8.13,21,1,3,37.0,119.0,455.0,0.34,0.72
592518,manny machado,SD,71.98,71.63,7.64,25,0,2,18.0,75.0,434.0,0.28,0.48
592885,christian yelich,MIL,92.9,73.08,7.65,12,0,0,19.0,111.0,408.0,0.26,0.45
593428,xander bogaerts,SD,89.24,72.7,7.1,15,0,0,6.0,63.0,405.0,0.27,0.38
596019,francisco lindor,NYM,87.04,68.55,7.18,27,0,1,19.0,83.0,457.0,0.25,0.43
596115,trevor story,BOS,87.38,70.53,7.4,9,0,0,15.0,114.0,408.0,0.25,0.4
596146,max kepler,PHI,87.34,68.76,7.27,16,0,1,11.0,66.0,333.0,0.2,0.37
605137,josh bell,WSH,91.83,72.12,8.07,21,0,1,13.0,59.0,344.0,0.22,0.39
605141,mookie betts,LAD,74.6,62.04,6.56,21,0,1,11.0,46.0,414.0,0.24,0.37
606192,teoscar hernández,LAD,86.14,69.13,7.32,17,1,0,14.0,79.0,331.0,0.25,0.45
607043,brandon nimmo,NYM,68.02,69.2,6.82,19,0,3,19.0,79.0,409.0,0.26,0.47
607208,trea turner,PHI,89.08,75.3,7.66,14,0,0,11.0,74.0,449.0,0.29,0.43
621020,dansby swanson,CHC,74.63,70.22,7.96,12,0,1,16.0,114.0,424.0,0.25,0.42
621043,carlos correa,MIN,79.6,67.42,7.16,17,0,2,7.0,65.0,345.0,0.27,0.39
621439,byron buxton,MIN,85.41,74.58,7.42,15,0,1,23.0,95.0,357.0,0.29,0.57
621566,matt olson,ATL,86.87,74.06,7.39,10,0,0,18.0,105.0,448.0,0.27,0.48
624413,pete alonso,NYM,87.16,72.32,6.96,25,0,2,22.0,104.0,445.0,0.27,0.52
641355,cody bellinger,NYY,76.03,71.08,7.45,18,0,0,18.0,54.0,397.0,0.28,0.51
641857,ryan mcmahon,COL,87.02,73.71,7.47,23,1,1,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,92.18,71.44,8.37,18,1,2,15.0,113.0,434.0,0.23,0.4
645277,ozzie albies,ATL,84.6,67.0,7.16,19,0,3,9.0,67.0,428.0,0.22,0.33
646240,rafael devers,SF,84.42,66.99,7.36,15,0,1,19.0,118.0,470.0,0.26,0.48
647304,josh naylor,AZ,97.52,73.47,7.9,8,1,1,11.0,49.0,394.0,0.29,0.45
650333,luis arráez,SD,85.21,61.89,5.77,9,0,0,5.0,12.0,419.0,0.28,0.39
650402,gleyber torres,DET,85.72,67.58,7.55,18,2,1,9.0,51.0,385.0,0.28,0.42
650489,willi castro,MIN,90.68,76.78,7.88,12,1,0,10.0,79.0,319.0,0.26,0.43
650490,yandy díaz,TB,89.32,73.37,7.53,17,0,1,17.0,60.0,432.0,0.29,0.47
650859,luis rengifo,LAA,86.23,71.14,7.33,9,0,0,4.0,65.0,359.0,0.24,0.32
656555,rhys hoskins,MIL,85.65,60.57,7.95,17,0,1,12.0,85.0,318.0,0.24,0.43
656716,zach mckinstry,DET,76.99,67.03,6.77,20,0,2,8.0,72.0,352.0,0.27,0.45
656775,cedric mullins,BAL,83.36,69.7,8.0,19,0,1,13.0,83.0,331.0,0.21,0.4
656811,ryan o'hearn,BAL,77.18,70.87,7.15,10,1,0,12.0,56.0,340.0,0.28,0.45
656941,kyle schwarber,PHI,95.13,68.65,7.28,22,1,2,34.0,120.0,452.0,0.25,0.56
657757,gavin sheets,SD,91.96,72.9,7.2,13,0,0,14.0,72.0,374.0,0.25,0.43
660271,shohei ohtani,LAD,80.44,75.39,7.53,15,0,2,37.0,119.0,465.0,0.27,0.62
661388,william contreras,MIL,88.18,69.43,7.0,16,0,0,6.0,80.0,418.0,0.25,0.35
663457,lars nootbaar,STL,75.98,68.99,6.52,24,0,4,12.0,83.0,386.0,0.23,0.38
663538,nico hoerner,CHC,94.55,70.38,6.9,11,0,0,3.0,30.0,403.0,0.29,0.37
663586,austin riley,ATL,81.55,69.19,6.94,23,0,3,14.0,113.0,408.0,0.27,0.44
663647,ke'bryan hayes,PIT,76.38,68.61,6.94,20,0,1,2.0,78.0,373.0,0.24,0.3
663656,kyle tucker,CHC,78.08,71.86,7.5,24,0,0,18.0,62.0,443.0,0.28,0.49
663697,jonathan india,KC,85.53,73.37,7.2,6,0,0,4.0,68.0,411.0,0.24,0.34
663728,cal raleigh,SEA,78.15,67.84,7.88,18,0,0,39.0,108.0,438.0,0.26,0.62
663993,nathaniel lowe,WSH,81.87,74.03,7.44,19,0,1,15.0,116.0,425.0,0.23,0.39
664023,ian happ,CHC,85.18,71.97,6.93,25,0,0,13.0,95.0,426.0,0.22,0.37
664034,ty france,MIN,85.47,69.33,7.32,18,1,0,6.0,60.0,371.0,0.25,0.36
664040,brandon lowe,TB,91.55,74.37,7.4,24,0,0,19.0,89.0,350.0,0.27,0.48
664761,alec bohm,PHI,95.06,72.13,7.71,14,0,1,8.0,62.0,383.0,0.28,0.39
665161,jeremy peña,HOU,87.92,68.22,7.42,19,0,1,11.0,55.0,350.0,0.32,0.49
665742,juan soto,NYM,97.12,79.38,7.38,18,0,1,24.0,84.0,448.0,0.25,0.49
666018,jonathan aranda,TB,98.65,75.33,7.6,18,1,0,11.0,92.0,380.0,0.32,0.48
666158,gavin lux,CIN,77.14,72.47,7.71,17,0,1,4.0,79.0,329.0,0.28,0.38
666176,jo adell,LAA,77.84,79.94,7.96,13,0,1,21.0,86.0,351.0,0.24,0.48
666182,bo bichette,TOR,87.88,63.67,7.2,11,0,1,13.0,72.0,445.0,0.28,0.45
666969,adolis garcía,TEX,87.43,71.63,7.43,12,0,1,14.0,102.0,395.0,0.23,0.4
667670,brent rooker,ATH,87.2,66.3,6.7,19,0,1,21.0,101.0,451.0,0.28,0.5
668227,randy arozarena,SEA,73.1,62.3,7.16,24,0,0,18.0,118.0,436.0,0.25,0.46
668715,spencer steer,CIN,79.7,67.35,7.34,17,0,3,11.0,86.0,372.0,0.25,0.39
668804,bryan reynolds,PIT,84.92,68.64,6.49,16,0,1,10.0,113.0,415.0,0.24,0.38
668930,brice turang,MIL,78.52,63.48,5.57,16,0,2,6.0,90.0,416.0,0.28,0.37
669065,kyle stowers,MIA,86.5,76.25,6.79,19,0,0,22.0,104.0,371.0,0.3,0.57
