full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lance Lynn,515,90.43,2458.54,6.39,31,0,70.48,18.64,83.07,7.01,6
Tyler Anderson,582,83.91,2068.25,6.12,19,0,70.16,22.67,80.96,7.36,6
Gerrit Cole,224,91.53,2426.46,6.26,11,0,68.89,25.6,83.73,6.9,3
Kyle Hendricks,363,82.84,2259.94,5.63,19,0,68.38,13.24,79.14,7.17,6
Patrick Corbin,542,85.54,2134.75,6.64,28,0,70.96,12.64,84.34,7.56,6
Andrew Heaney,530,86.88,2408.9,6.37,39,0,69.68,22.49,82.87,7.26,6
James Paxton,403,87.77,2027.17,6.45,22,0,70.42,22.27,84.43,7.12,5
Kevin Gausman,605,90.63,2148.06,6.61,34,0,70.66,27.79,82.73,7.17,6
Kyle Freeland,149,88.87,2325.29,6.51,7,0,69.08,15.04,83.41,7.13,2
Seth Lugo,572,87.04,2613.75,5.95,39,0,70.06,10.02,80.75,7.33,6
Cole Irvin,510,86.39,1997.5,6.36,20,0,70.69,19.88,84.26,7.32,6
Luis Severino,565,92.72,2197.5,6.37,24,0,69.45,17.53,80.77,6.93,6
Yonny Chirinos,252,88.49,2103.63,6.17,15,0,69.46,27.19,81.65,7.18,3
Freddy Peralta,595,89.39,2267.35,6.65,38,0,68.93,23.8,80.99,7.05,6
Joe Ryan,561,90.79,2263.75,6.83,37,0,70.76,24.15,84.04,7.13,6
Matt Waldron,572,82.11,1314.47,6.57,27,0,70.17,16.1,81.23,7.26,6
Casey Mize,537,90.4,2111.62,6.97,24,0,69.73,16.1,82.4,7.16,6
Bailey Falter,479,88.26,1992.69,7.29,26,0,68.94,20.12,82.76,7.03,6
Hunter Greene,621,92.16,2208.03,6.42,38,0,68.93,29.63,82.4,7.27,6
Josh Winckowski,158,91.49,2087.11,6.58,9,0,67.79,8.38,81.5,6.78,3
Logan Allen,386,86.95,1954.52,6.31,16,0,70.06,18.47,84.2,7.12,5
Taj Bradley,572,92.42,2064.17,6.58,43,0,69.61,17.98,83.35,6.98,6
Garrett Crochet,560,94.74,2494.58,6.98,56,0,69.68,18.44,83.78,6.96,6
Spencer Schwellenbach,434,88.88,2219.62,6.9,27,0,69.07,7.88,81.56,7.34,5
Shawn Dubin,222,90.07,2437.59,6.56,14,0,71.14,15.57,83.71,7.19,6
Brandon Pfaadt,527,90.46,2555.02,6.71,31,0,70.37,17.86,84.27,7.27,6
Spencer Bivens,208,89.82,1901.15,6.31,14,0,70.88,7.25,82.31,7.35,6
