team,wins,losses,run_diff,streak,games_played,win_pct
NYY,14,7,20,L1,21,.667
BAL,13,7,24,W1,20,.650
TOR,12,9,-10,W2,21,.571
BOS,12,10,13,W2,22,.545
TB,12,10,-17,W1,22,.545
CLE,15,6,48,W3,21,.714
KC,13,8,43,L1,21,.619
DET,11,10,-4,L1,21,.524
MIN,7,12,-20,W1,19,.368
CWS,3,17,-65,L2,20,.150
TEX,11,11,8,L2,22,.500
SEA,10,10,-4,W4,20,.500
LAA,9,12,-14,L3,21,.429
OAK,8,13,-33,L2,21,.381
HOU,7,15,-22,L1,22,.318
ATL,14,5,37,W6,19,.737
PHI,13,8,5,W5,21,.619
NYM,12,8,21,W6,20,.600
WSH,9,11,-15,W1,20,.450
MIA,5,17,-41,L1,22,.227
MIL,13,6,33,W3,19,.684
CHC,13,8,21,W1,21,.619
CIN,11,9,18,W2,20,.550
PIT,11,10,2,L5,21,.524
STL,9,12,-17,L3,21,.429
LAD,12,11,5,L3,23,.522
SD,11,12,5,L3,23,.478
ARI,10,12,26,L1,22,.455
SF,10,12,-19,W1,22,.455
COL,4,16,-48,L6,20,.200
