full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Max Scherzer,134,86.77,2275.14,6.24,8,0,70.58,27.0,85.06,7.38,2
Jose Quintana,437,85.97,1968.68,6.6,26,0,68.74,16.58,81.28,7.36,5
Marcus Stroman,554,86.82,2386.87,5.74,17,0,70.27,14.03,82.09,7.3,6
Yusei Kikuchi,501,90.93,2279.49,6.97,32,0,70.92,20.92,84.45,7.09,6
Jameson Taillon,529,87.15,2476.25,6.69,33,0,70.37,21.35,81.99,7.36,6
Frankie Montas,517,91.25,2144.74,5.96,30,0,69.97,19.23,82.0,7.36,6
Nick Pivetta,647,88.38,2474.99,6.76,45,0,69.83,25.84,81.14,7.19,7
Colin Rea,492,88.85,2108.0,6.61,25,0,70.9,15.38,82.38,7.23,6
Zach Eflin,411,87.11,2242.08,6.52,25,0,70.45,13.21,82.3,7.33,5
Kenta Maeda,437,85.4,2177.33,6.07,20,0,70.9,16.74,83.17,7.59,6
Dakota Hudson,495,85.82,2265.39,6.21,16,0,70.1,10.16,85.55,7.38,6
Bailey Ober,529,87.0,2140.03,7.17,38,0,70.78,20.18,82.37,7.45,6
Logan Webb,584,88.9,1940.14,7.11,36,0,70.3,6.26,82.11,7.14,6
Triston McKenzie,352,86.64,2234.38,6.73,20,0,71.13,21.38,85.9,7.53,5
Kyle Tyler,146,86.18,2269.07,6.96,6,0,67.6,-0.2,78.33,6.94,2
Zach Plesac,208,86.37,1916.35,6.38,5,0,69.02,27.55,83.73,7.37,3
Logan Gilbert,570,90.4,1790.82,7.57,36,0,69.76,15.01,84.36,7.31,6
Andre Pallante,430,91.54,2347.27,6.58,25,0,68.55,4.19,80.73,6.94,6
Ronel Blanco,579,88.27,2005.83,6.93,33,0,70.38,17.12,82.48,7.49,6
JP Sears,506,85.72,2123.03,6.35,22,0,71.89,21.66,83.36,7.32,6
Slade Cecconi,431,88.2,2304.27,6.69,26,0,69.32,18.41,80.95,7.17,6
Alec Marsh,534,89.66,2421.27,6.1,31,0,70.09,18.87,86.82,7.27,6
Mitchell Parker,525,87.77,2053.38,6.77,25,0,71.48,21.05,83.51,7.37,6
Landon Knack,149,88.24,2300.05,5.92,9,0,69.28,28.07,83.64,7.15,2
Drew Thorpe,340,85.36,2203.93,6.38,13,0,70.24,18.76,82.42,7.46,4
