full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Nathan Eovaldi,579,88.98,2003.47,6.61,41,0,69.72,7.13,83.06,7.41,6
Adrian Houser,509,88.27,1994.83,6.74,16,0,70.98,17.58,86.17,7.38,6
Peter Lambert,268,89.27,2096.28,6.47,16,0,70.18,20.84,83.45,7.3,7
Edward Cabrera,356,90.53,2120.0,6.71,30,0,68.44,7.6,79.62,7.5,4
Josh Winckowski,335,90.9,2088.36,6.56,15,0,68.78,8.38,81.32,6.95,9
Logan Allen,543,86.45,1992.88,6.35,28,0,69.41,19.05,83.37,7.21,6
Ben Brown,397,92.94,2215.99,6.68,26,0,68.85,20.24,84.98,7.03,7
Kyle Bradish,84,91.04,2465.88,6.57,5,0,67.31,13.38,86.25,6.84,1
Mitchell Parker,319,86.97,1972.1,6.85,19,0,68.81,13.98,84.0,7.18,4
Spencer Arrighetti,350,88.17,2457.22,7.3,21,0,69.06,21.23,82.51,7.22,4
Kyle Harrison,527,90.05,2136.94,6.74,33,0,69.36,21.49,82.43,6.9,6
