full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Nathan Eovaldi,478,89.31,2005.88,6.62,31,0,69.85,8.9,82.69,7.41,6
Zack Wheeler,561,90.31,2326.38,7.15,43,0,68.28,15.12,80.88,7.06,6
Miles Mikolas,471,86.79,2193.82,6.28,23,0,69.81,17.27,80.67,7.22,6
Trevor Williams,327,84.52,2041.14,6.91,21,0,70.89,17.84,81.82,7.26,5
Zach Eflin,394,86.99,2277.15,6.68,34,0,70.76,15.17,83.73,7.4,6
Alex Wood,427,86.64,1921.22,6.11,24,0,69.26,22.01,83.73,7.13,6
Dakota Hudson,443,87.34,2230.52,6.29,14,0,69.24,12.45,82.9,7.32,5
Bailey Ober,287,86.98,2154.08,7.19,23,0,70.88,24.43,82.96,7.53,5
Michael Soroka,438,87.3,2471.67,6.07,12,0,70.9,17.43,83.12,7.38,5
Mitch Keller,450,89.67,2515.85,6.45,25,0,69.06,13.93,85.04,6.98,5
Patrick Sandoval,430,87.89,2117.3,6.14,24,0,69.09,18.13,80.74,7.28,5
Javier Assad,367,88.5,2005.83,6.57,25,0,66.63,19.89,81.45,6.78,5
Cole Ragans,538,90.81,2426.31,6.14,38,0,70.65,12.72,82.52,7.2,6
Zac Gallen,564,87.98,2259.3,6.7,35,0,69.43,13.51,82.54,7.6,6
Graham Ashcraft,376,93.37,2486.24,5.55,29,0,69.0,13.91,84.28,6.99,5
DL Hall,328,87.16,2163.92,6.79,17,0,68.52,14.33,82.9,7.26,5
Corbin Burnes,468,89.76,2714.63,6.59,33,0,70.09,8.68,82.52,7.63,6
Ronel Blanco,450,88.73,1958.38,6.8,27,0,69.69,22.4,79.3,7.3,5
Logan Allen,436,86.18,1936.2,6.38,24,0,68.73,12.69,83.59,7.02,6
Kutter Crawford,452,86.47,2258.21,6.11,35,0,70.38,22.86,81.02,7.23,6
Reese Olson,372,89.15,2337.79,5.91,18,0,69.37,12.9,84.12,7.37,4
Shota Imanaga,390,88.63,2087.17,6.37,27,0,69.37,28.27,84.05,6.99,5
Kyle Harrison,415,90.54,2152.65,6.79,30,0,69.22,24.19,82.88,6.91,6
Gavin Stone,393,91.05,2032.81,6.54,20,0,68.32,12.16,82.29,7.05,5
