game_date,home_team,away_team,winner
2024-07-13,Tigers,Dodgers,Tigers
2024-07-13,White Sox,Pirates,Pirates
2024-07-13,Cardinals,Cubs,Cardinals
2024-07-13,Orioles,Yankees,Yankees
2024-07-13,Red Sox,Royals,Red Sox
2024-07-13,Reds,Marlins,Reds
2024-07-13,Astros,Rangers,Rangers
2024-07-13,Brewers,Nationals,Nationals
2024-07-13,Mets,Rockies,Mets
2024-07-13,Rays,Guardians,Guardians
2024-07-13,Padres,Braves,Padres
2024-07-13,Giants,Twins,Twins
2024-07-13,Cardinals,Cubs,Cardinals
2024-07-13,Angels,Mariners,Angels
2024-07-13,D-backs,Blue Jays,D-backs
