team,wins,losses,run_diff,streak,games_played,win_pct
BAL,26,14,48,L2,40,.650
NYY,27,15,54,W1,42,.643
BOS,21,20,31,L1,41,.512
TB,21,21,-30,W1,42,.500
TOR,19,22,-46,W1,41,.463
CLE,26,16,49,W2,42,.619
MIN,24,16,27,W1,40,.600
KC,25,18,45,L1,43,.581
DET,21,20,4,W1,41,.512
CWS,12,29,-90,L1,41,.293
SEA,23,19,10,W2,42,.548
TEX,22,21,13,L4,43,.512
OAK,19,24,-39,L2,43,.442
HOU,16,25,-21,W2,41,.390
LAA,15,27,-42,L2,42,.357
PHI,29,13,63,W1,42,.690
ATL,25,13,47,W1,38,.658
WSH,19,20,-7,L2,39,.487
NYM,19,21,0,L1,40,.475
MIA,11,32,-90,L1,43,.256
MIL,24,17,33,L2,41,.585
CHC,24,18,16,L1,42,.571
PIT,19,23,-25,W1,42,.452
CIN,17,24,-6,L3,41,.415
STL,17,24,-46,W2,41,.415
LAD,28,15,76,W1,43,.651
SD,22,22,15,L1,44,.500
ARI,20,22,18,W2,42,.476
SF,19,24,-41,L1,43,.442
COL,13,28,-66,W5,41,.317
