mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
502671,paul goldschmidt,NYY,85.52,74.18,7.7,23,1,1,8.0,66.0,381.0,0.29,0.43
514888,josé altuve,HOU,91.26,70.24,7.98,6,0,0,17.0,68.0,424.0,0.28,0.46
521692,salvador pérez,KC,71.24,70.94,7.72,19,0,1,18.0,77.0,407.0,0.26,0.47
527038,wilmer flores,SF,74.1,66.4,7.26,9,0,0,12.0,64.0,359.0,0.24,0.38
542303,marcell ozuna,ATL,89.27,74.58,7.45,17,0,1,13.0,90.0,395.0,0.24,0.39
543807,george springer,TOR,76.5,76.68,7.7,9,1,0,17.0,72.0,388.0,0.28,0.5
571448,nolan arenado,STL,84.38,71.5,8.74,14,0,1,10.0,36.0,375.0,0.24,0.38
573262,mike yastrzemski,SF,86.88,68.86,7.68,15,0,0,8.0,81.0,354.0,0.24,0.37
592206,nick castellanos,PHI,77.96,69.98,7.79,18,0,2,13.0,85.0,416.0,0.27,0.43
592518,manny machado,SD,75.86,71.51,7.87,12,0,0,19.0,76.0,439.0,0.29,0.49
592885,christian yelich,MIL,85.73,70.26,7.08,13,0,2,19.0,111.0,408.0,0.26,0.45
596146,max kepler,PHI,88.38,75.68,7.66,13,0,0,11.0,66.0,333.0,0.2,0.37
605137,josh bell,WSH,81.9,65.24,7.69,16,0,2,13.0,59.0,344.0,0.22,0.39
621020,dansby swanson,CHC,77.46,69.79,7.12,19,0,2,16.0,114.0,424.0,0.25,0.42
621043,carlos correa,MIN,80.2,72.84,7.8,15,0,3,7.0,65.0,345.0,0.27,0.39
621439,byron buxton,MIN,78.7,70.44,8.21,11,0,1,23.0,95.0,357.0,0.29,0.57
621566,matt olson,ATL,91.8,75.4,7.27,12,0,1,18.0,105.0,448.0,0.27,0.48
641355,cody bellinger,NYY,84.94,68.68,7.8,9,0,0,18.0,54.0,397.0,0.28,0.51
641857,ryan mcmahon,COL,86.77,68.86,6.83,11,0,0,16.0,127.0,401.0,0.22,0.4
642715,willy adames,SF,86.44,74.12,7.92,18,1,0,15.0,113.0,434.0,0.23,0.4
645277,ozzie albies,ATL,82.52,69.38,6.98,20,0,2,9.0,67.0,428.0,0.22,0.33
646240,rafael devers,SF,80.04,63.36,6.85,14,0,2,19.0,118.0,470.0,0.26,0.48
647304,josh naylor,AZ,74.9,70.42,7.45,16,0,1,11.0,49.0,394.0,0.29,0.45
650333,luis arráez,SD,87.92,54.82,5.43,11,0,0,5.0,12.0,424.0,0.29,0.4
650489,willi castro,MIN,86.55,68.16,6.54,14,0,0,10.0,79.0,319.0,0.26,0.43
656775,cedric mullins,BAL,82.88,71.82,7.48,11,0,1,13.0,83.0,331.0,0.21,0.4
656811,ryan o'hearn,BAL,80.12,70.89,7.19,16,0,0,12.0,56.0,341.0,0.28,0.45
656941,kyle schwarber,PHI,96.98,75.78,7.76,23,1,0,34.0,120.0,452.0,0.25,0.56
657757,gavin sheets,SD,85.79,73.24,7.18,16,1,0,14.0,74.0,379.0,0.25,0.42
660821,jesús sánchez,MIA,70.63,74.98,7.39,20,0,1,9.0,66.0,316.0,0.26,0.42
661388,william contreras,MIL,87.05,73.58,8.2,9,0,1,6.0,80.0,418.0,0.25,0.35
663538,nico hoerner,CHC,80.03,67.01,6.84,19,0,1,3.0,30.0,403.0,0.29,0.37
663586,austin riley,ATL,84.01,71.38,7.0,15,0,1,14.0,113.0,408.0,0.27,0.44
663616,trevor larnach,MIN,96.58,71.9,7.37,10,1,0,13.0,86.0,384.0,0.24,0.4
