full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Carlos Carrasco,377,88.14,2096.53,6.61,20,0,69.81,10.0,80.77,7.34,5
Kyle Gibson,459,86.25,2226.38,6.92,31,0,69.49,7.86,81.42,7.68,5
Nathan Eovaldi,472,90.57,1956.78,6.54,30,0,70.74,10.43,84.19,7.28,6
Dallas Keuchel,71,85.87,2060.51,5.75,4,0,71.38,8.29,88.0,7.4,1
Nick Pivetta,574,88.23,2472.95,6.74,41,0,69.95,26.38,81.07,7.2,6
Spencer Turnbull,231,88.45,2537.39,6.21,15,0,69.76,22.53,81.14,7.31,6
Erick Fedde,572,89.58,2083.61,6.7,33,0,69.53,16.18,82.15,7.16,6
Ryan Burr,84,88.31,2415.74,6.96,6,0,69.04,8.56,83.16,7.33,4
Sean Manaea,448,87.91,2054.75,7.45,29,0,69.11,22.23,82.21,6.97,5
Dylan Cease,604,90.61,2646.84,6.25,43,0,68.24,24.64,81.86,7.27,6
Luis Gil,517,93.85,2205.18,6.78,29,0,70.41,18.56,84.6,7.22,6
Ryan Feltner,513,89.98,2336.92,6.44,27,0,69.01,15.07,83.48,7.15,6
Brady Singer,444,87.35,2295.41,6.97,20,0,69.95,11.49,82.66,7.27,5
Tyler Holton,197,87.15,2232.52,6.42,11,0,68.09,14.85,81.89,7.31,10
Graham Ashcraft,245,92.05,2561.36,5.51,9,0,68.79,15.48,85.67,6.99,3
Ryne Nelson,508,90.14,2195.18,6.8,18,0,68.74,19.84,84.34,6.8,6
Matthew Liberatore,243,91.07,2324.02,6.24,16,0,70.99,16.55,83.88,7.3,11
Hayden Wesneski,268,89.83,2354.32,7.07,18,0,69.73,23.19,85.58,7.29,11
George Kirby,546,92.03,2161.32,6.62,38,0,68.16,15.8,82.14,6.96,6
Roansy Contreras,215,88.99,2359.38,6.47,11,0,70.62,13.36,83.5,7.38,8
Valente Bellozo,72,85.85,2398.64,6.07,2,0,70.71,33.52,80.84,7.31,1
Grayson Rodriguez,573,90.09,2321.13,7.27,38,0,70.24,18.28,83.66,7.23,6
Simeon Woods Richardson,508,87.72,2283.22,6.75,30,0,69.92,20.31,82.85,7.25,6
Spencer Arrighetti,470,87.4,2434.91,7.13,32,0,68.84,19.27,81.04,7.36,6
Joey Estes,492,87.54,2403.23,5.92,24,0,70.2,29.6,82.14,7.15,6
Ryan Pepiot,522,91.21,2453.08,6.72,39,0,69.16,28.9,83.81,7.06,6
DJ Herz,388,88.63,2228.09,6.64,27,0,70.9,24.12,82.85,7.29,5
Bryce Elder,96,87.48,2216.52,5.86,4,0,70.12,9.53,78.94,7.69,1
Gavin Stone,537,91.32,2016.84,6.63,36,0,70.1,15.9,83.83,7.38,6
Hayden Birdsong,97,91.48,2104.59,6.66,5,0,68.64,15.5,85.26,6.93,1
