full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Clayton Kershaw,319,85.24,2316.52,6.43,16,0,70.24,16.2,83.61,7.55,4
Chris Sale,476,87.16,2206.78,6.46,41,0,68.03,14.99,78.85,7.5,5
Sonny Gray,461,87.61,2493.39,6.59,40,0,67.83,12.59,83.75,7.31,5
Ben Lively,525,86.13,1959.64,6.85,22,0,68.71,23.06,84.03,7.1,6
Joe Musgrove,63,87.27,2713.67,6.19,1,0,69.14,19.62,88.83,7.04,1
Blake Snell,587,89.02,2348.01,6.84,57,0,66.92,19.05,80.78,7.42,6
Tyler Mahle,168,88.74,2290.92,6.58,9,0,69.56,21.55,82.66,6.96,2
Freddy Peralta,489,89.48,2220.87,6.63,29,0,69.38,24.09,82.81,7.17,5
Luis Gil,483,92.57,2328.59,6.84,30,0,69.95,24.06,81.52,7.06,5
Jake Woodford,198,87.7,2302.97,6.52,7,0,69.01,19.1,83.53,7.03,4
Brady Singer,557,88.22,2336.86,7.13,33,0,69.69,17.41,81.71,7.22,6
Framber Valdez,496,87.5,2373.23,5.91,39,0,70.0,0.33,81.86,7.55,5
Davis Daniel,260,86.43,2084.99,6.67,14,0,69.44,27.32,82.8,7.21,3
Bowden Francis,283,88.3,2145.58,6.8,18,0,71.09,24.57,85.07,7.06,5
Andrew Abbott,556,88.16,2397.53,6.56,28,0,69.78,24.92,82.88,7.08,6
Taj Bradley,461,91.76,2063.55,6.51,27,0,70.57,15.91,84.33,7.29,5
Brayan Bello,529,91.13,2095.07,6.3,32,0,70.89,9.17,84.43,7.4,6
Ky Bush,181,86.98,2266.4,6.83,5,0,69.39,22.86,82.56,7.16,2
Shota Imanaga,441,86.83,1963.31,6.29,33,0,70.73,23.71,81.12,7.48,5
Bradley Blalock,96,89.64,2043.43,6.39,4,0,72.18,24.94,88.22,7.43,1
Brandon Pfaadt,443,90.22,2567.56,6.63,31,0,70.17,13.57,83.06,7.32,5
