game_date,home_team,away_team,winner
2024-06-09,Phillies,Mets,Mets
2024-06-09,Rangers,Giants,Rangers
2024-06-09,Pirates,Twins,Twins
2024-06-09,Nationals,Braves,Nationals
2024-06-09,Reds,Cubs,Cubs
2024-06-09,Tigers,Brewers,Tigers
2024-06-09,Marlins,Guardians,Guardians
2024-06-09,Rays,Orioles,Orioles
2024-06-09,White Sox,Red Sox,Red Sox
2024-06-09,Royals,Mariners,Mariners
2024-06-09,Cardinals,Rockies,Cardinals
2024-06-09,Angels,Astros,Angels
2024-06-09,Padres,D-backs,D-backs
2024-06-09,Yankees,Dodgers,Yankees
