full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Patrick Corbin,528,86.15,2128.64,6.64,19,0,70.99,15.46,86.75,7.39,6
Miles Mikolas,489,88.64,2236.03,6.35,24,0,71.26,16.96,83.68,7.36,6
James Paxton,377,88.46,2010.09,6.54,14,0,67.93,18.15,80.69,6.97,5
Jameson Taillon,444,87.05,2495.45,6.72,19,0,70.13,18.46,83.95,7.41,5
Nick Pivetta,471,89.1,2484.73,6.72,38,0,70.68,25.13,82.62,7.34,6
Aaron Nola,598,86.39,2308.28,6.96,35,0,69.32,11.25,80.73,7.5,6
Erick Fedde,565,89.39,2028.86,6.67,32,0,68.42,14.6,81.71,7.02,6
Zach Eflin,315,86.84,2248.2,6.52,11,0,70.3,19.98,83.34,7.2,4
Luis Severino,480,92.81,2189.16,6.35,21,0,69.45,18.47,82.74,7.04,5
Kenta Maeda,220,85.13,2146.82,6.13,8,0,70.36,28.74,82.86,7.53,4
Dakota Hudson,528,85.78,2231.6,6.14,17,0,70.63,6.3,83.84,7.47,6
Dylan Cease,610,91.06,2671.59,6.25,45,0,69.0,22.38,81.16,7.36,6
Jordan Montgomery,509,85.74,2149.19,6.74,21,0,70.01,12.14,83.32,7.43,6
Jordan Hicks,537,88.94,1752.16,6.52,29,0,69.56,13.33,83.54,7.39,6
Brady Singer,376,87.71,2281.05,6.81,22,0,70.53,9.11,81.68,7.33,4
Chris Paddack,540,86.91,2065.21,6.94,34,0,68.78,17.45,83.3,7.14,6
Braxton Garrett,406,86.48,2103.74,6.68,23,0,69.53,9.23,85.04,7.35,5
Graham Ashcraft,531,92.48,2555.1,5.52,18,0,68.53,15.34,85.15,7.07,6
Logan Gilbert,539,90.27,1826.65,7.6,26,0,69.96,12.09,84.93,7.3,6
Ronel Blanco,458,88.09,1999.2,6.85,23,0,69.9,18.7,82.09,7.38,5
Aaron Ashby,91,88.54,2162.66,5.23,3,0,67.47,6.57,85.54,7.38,1
Nick Sandlin,159,86.62,2301.81,6.63,10,0,70.33,25.26,83.76,7.46,11
Spencer Schwellenbach,173,89.19,2325.85,6.87,9,0,69.49,6.9,84.46,7.3,2
Joey Estes,408,88.23,2418.7,5.95,25,0,70.12,31.24,82.64,7.26,5
Paul Skenes,466,94.01,2164.82,6.3,38,0,68.71,15.26,82.92,7.09,5
