full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Patrick Corbin,515,86.86,2110.79,6.89,20,0,71.48,11.06,83.63,7.35,6
Steven Matz,428,89.98,2226.84,6.49,19,0,68.71,20.9,80.98,6.79,6
James Paxton,447,89.23,2049.19,6.73,13,0,69.8,20.44,83.31,6.92,5
Marcus Stroman,575,87.69,2409.28,5.83,33,0,68.85,11.15,82.71,7.22,6
Kevin Gausman,450,89.22,2084.17,6.56,25,0,71.66,11.03,82.41,7.45,6
Ben Lively,168,85.95,2024.73,7.12,14,0,71.81,24.09,82.87,7.16,2
Erick Fedde,550,89.41,2009.04,6.69,34,0,70.07,15.71,80.11,7.02,6
Max Fried,411,86.75,2234.83,6.46,19,0,67.24,3.19,79.95,7.0,6
Michael Wacha,437,85.82,1946.19,6.69,25,0,68.18,11.79,80.54,7.1,5
Paul Blackburn,533,86.77,2236.99,6.27,29,0,70.06,11.34,82.47,7.36,6
Luis Severino,537,92.91,2174.37,6.38,30,0,70.09,18.56,81.43,6.97,6
Kenta Maeda,396,84.11,2041.29,6.1,16,0,69.94,13.33,81.61,7.41,5
Dane Dunning,522,86.01,2173.56,7.21,31,0,69.3,10.69,84.72,7.34,6
Griffin Canning,476,88.56,2151.4,6.0,28,0,71.19,18.49,83.81,7.37,6
Tanner Houck,465,87.35,2253.59,6.1,32,0,68.83,6.01,85.45,7.2,5
Logan Webb,582,88.41,1917.53,6.99,26,0,69.1,2.45,82.23,7.18,6
Ryan Feltner,522,90.6,2274.96,6.36,35,0,67.94,17.65,80.25,7.02,6
Bailey Falter,374,88.22,1947.04,7.39,18,0,70.73,20.4,81.05,6.97,5
Tobias Myers,83,87.2,2183.48,6.66,4,0,70.68,20.31,80.61,7.25,1
Logan Gilbert,464,90.21,1846.39,7.69,41,0,70.55,14.75,83.65,7.3,6
Trevor Rogers,444,88.64,2130.26,6.63,24,0,72.32,11.27,84.22,7.46,5
Andrew Abbott,471,88.06,2355.03,6.65,20,0,69.3,29.12,81.33,7.12,5
Tommy Henry,517,85.51,2047.88,6.65,28,0,71.94,17.34,83.73,7.46,6
Grayson Rodriguez,496,89.46,2215.89,7.24,37,0,69.61,19.37,84.3,7.28,6
Ryan Pepiot,533,90.98,2412.87,6.75,39,0,71.08,25.07,83.39,7.24,6
Jordan Wicks,439,88.27,2135.46,6.32,32,0,69.01,20.55,80.87,7.25,6
